GEO_ID,NAME,B25014_008E,B25014_008M,B25014_009E,B25014_009M,B25014_010E,B25014_010M,B25014_011E,B25014_011M,B25014_012E,B25014_012M,B25014_013E,,,,,,,,,,,,,,,B25014_013M
Geography,Geographic Area Name,Estimate!!Total:!!Renter occupied:,Margin of Error!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!0.50 or less occupants per room,Margin of Error!!Total:!!Renter occupied:!!0.50 or less occupants per room,Estimate!!Total:!!Renter occupied:!!0.51 to 1.00 occupants per room,Margin of Error!!Total:!!Renter occupied:!!0.51 to 1.00 occupants per room,Estimate!!Total:!!Renter occupied:!!1.01 to 1.50 occupants per room,Margin of Error!!Total:!!Renter occupied:!!1.01 to 1.50 occupants per room,Estimate!!Total:!!Renter occupied:!!1.51 to 2.00 occupants per room,Margin of Error!!Total:!!Renter occupied:!!1.51 to 2.00 occupants per room,Estimate!!Total:!!Renter occupied:!!2.01 or more occupants per room,,,,,,,,,,,,,,,Margin of Error!!Total:!!Renter occupied:!!2.01 or more occupants per room
310M700US26140,"Homosassa Springs, FL Metro Area",10533,955,7383,800,2800,549,303,156,47,51,0,,,,,,,,,,,,,,,35
310M700US26300,"Hot Springs, AR Metro Area",13371,840,8704,731,3957,537,467,285,166,104,77,,,,,,,,,,,,,,,96
310M700US26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",17991,1074,10728,876,6740,797,310,166,136,91,77,,,,,,,,,,,,,,,93
310M700US26420,"Houston-Pasadena-The Woodlands, TX Metro Area",1031551,8633,556682,7708,375484,6293,60069,2795,30334,1696,8982,,,,,,,,,,,,,,,1054
310M700US26580,"Huntington-Ashland, WV-KY-OH Metro Area",40196,1432,28525,1303,10815,781,466,196,297,226,93,,,,,,,,,,,,,,,77
310M700US26620,"Huntsville, AL Metro Area",61473,1918,43815,1743,16002,1075,1159,322,483,229,14,,,,,,,,,,,,,,,27
310M700US26820,"Idaho Falls, ID Metro Area",14459,799,8599,564,5093,530,524,164,160,105,83,,,,,,,,,,,,,,,136
310M700US26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",279600,3926,191806,3767,78033,3254,5366,764,3446,627,949,,,,,,,,,,,,,,,364
310M700US26980,"Iowa City, IA Metro Area",28067,938,19324,914,7926,749,420,150,359,169,38,,,,,,,,,,,,,,,32
310M700US27060,"Ithaca, NY Metro Area",19841,806,13356,921,5986,816,125,142,92,74,282,,,,,,,,,,,,,,,197
310M700US27100,"Jackson, MI Metro Area",15613,780,11782,770,3553,442,236,119,42,30,0,,,,,,,,,,,,,,,27
310M700US27140,"Jackson, MS Metro Area",77293,2144,53869,1974,20233,1474,2262,464,512,232,417,,,,,,,,,,,,,,,244
310M700US27180,"Jackson, TN Metro Area",24745,963,16434,896,7571,740,523,190,217,157,0,,,,,,,,,,,,,,,33
310M700US27260,"Jacksonville, FL Metro Area",222323,3669,145196,3331,68793,2545,5354,833,2061,382,919,,,,,,,,,,,,,,,361
310M700US27340,"Jacksonville, NC Metro Area",27294,1104,16772,943,9692,1205,707,369,34,29,89,,,,,,,,,,,,,,,113
310M700US27500,"Janesville-Beloit, WI Metro Area",19382,822,13535,824,5219,643,541,195,66,55,21,,,,,,,,,,,,,,,29
310M700US27620,"Jefferson City, MO Metro Area",16305,728,12343,617,3719,505,156,73,87,78,0,,,,,,,,,,,,,,,29
310M700US27740,"Johnson City, TN Metro Area",28295,1149,19998,1060,7545,713,520,223,77,62,155,,,,,,,,,,,,,,,164
310M700US27780,"Johnstown, PA Metro Area",13228,703,10613,652,2447,376,104,66,64,70,0,,,,,,,,,,,,,,,28
310M700US27860,"Jonesboro, AR Metro Area",20851,941,12336,953,7560,776,527,159,379,172,49,,,,,,,,,,,,,,,66
310M700US27900,"Joplin, MO-KS Metro Area",25513,1017,17084,764,7379,652,794,376,245,143,11,,,,,,,,,,,,,,,18
310M700US27980,"Kahului-Wailuku, HI Metro Area",19243,981,8587,689,7981,783,1607,332,873,224,195,,,,,,,,,,,,,,,110
310M700US28020,"Kalamazoo-Portage, MI Metro Area",38004,1158,27802,1135,9565,881,487,191,126,69,24,,,,,,,,,,,,,,,24
310M700US28100,"Kankakee, IL Metro Area",12355,651,8036,605,3839,497,398,166,82,60,0,,,,,,,,,,,,,,,30
310M700US28140,"Kansas City, MO-KS Metro Area",305888,4108,208757,3467,87107,2647,6161,674,3033,392,830,,,,,,,,,,,,,,,298
310M700US28420,"Kennewick-Richland, WA Metro Area",33948,1203,19052,1064,12348,883,1645,388,682,189,221,,,,,,,,,,,,,,,140
310M700US28450,"Kenosha, WI Metro Area",22941,1138,14610,957,7361,788,553,218,326,194,91,,,,,,,,,,,,,,,90
310M700US28660,"Killeen-Temple, TX Metro Area",74736,1824,44954,1663,25266,1496,3117,576,1204,409,195,,,,,,,,,,,,,,,117
310M700US28700,"Kingsport-Bristol, TN-VA Metro Area",33965,1330,23572,1227,9507,873,721,222,149,105,16,,,,,,,,,,,,,,,16
310M700US28740,"Kingston, NY Metro Area",22354,1186,14895,1044,6804,749,320,129,263,130,72,,,,,,,,,,,,,,,60
310M700US28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",80434,1789,47492,1493,28800,1547,2723,455,1220,290,199,,,,,,,,,,,,,,,107
310M700US28940,"Knoxville, TN Metro Area",111972,2043,75389,2167,32909,1644,2516,410,944,275,214,,,,,,,,,,,,,,,98
310M700US29020,"Kokomo, IN Metro Area",10474,717,7372,661,2825,342,259,119,9,16,9,,,,,,,,,,,,,,,14
310M700US29100,"La Crosse-Onalaska, WI-MN Metro Area",23288,928,16914,952,6084,592,134,70,145,101,11,,,,,,,,,,,,,,,15
310M700US29180,"Lafayette, LA Metro Area",52283,1535,34843,1660,15233,1156,1691,423,452,214,64,,,,,,,,,,,,,,,49
310M700US29200,"Lafayette-West Lafayette, IN Metro Area",38069,1043,24558,921,12322,920,728,273,433,168,28,,,,,,,,,,,,,,,30
310M700US29340,"Lake Charles, LA Metro Area",24080,1503,15794,1250,7493,910,481,209,254,144,58,,,,,,,,,,,,,,,78
310M700US29420,"Lake Havasu City-Kingman, AZ Metro Area",26438,1098,16474,1122,8511,815,997,288,399,187,57,,,,,,,,,,,,,,,62
310M700US29460,"Lakeland-Winter Haven, FL Metro Area",85480,2095,48676,1769,31143,1807,4096,593,1376,343,189,,,,,,,,,,,,,,,103
310M700US29540,"Lancaster, PA Metro Area",64198,1829,43218,1527,18969,1198,1446,309,426,177,139,,,,,,,,,,,,,,,82
310M700US29620,"Lansing-East Lansing, MI Metro Area",64837,1633,46360,1537,16977,1060,795,241,607,252,98,,,,,,,,,,,,,,,90
310M700US29700,"Laredo, TX Metro Area",28743,1138,10399,856,14052,820,2772,449,876,234,644,,,,,,,,,,,,,,,234
310M700US29740,"Las Cruces, NM Metro Area",29315,1346,18270,1251,9267,1001,1458,438,310,153,10,,,,,,,,,,,,,,,16
310M700US29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",364134,4074,208926,4003,127504,3144,17424,1315,8103,822,2177,,,,,,,,,,,,,,,409
310M700US29940,"Lawrence, KS Metro Area",25160,720,16869,1106,7526,784,369,189,396,280,0,,,,,,,,,,,,,,,27
310M700US30020,"Lawton, OK Metro Area",20335,598,13386,635,6388,429,372,145,145,67,44,,,,,,,,,,,,,,,38
310M700US30140,"Lebanon, PA Metro Area",16293,788,11077,733,4881,609,80,63,181,123,74,,,,,,,,,,,,,,,107
310M700US30300,"Lewiston, ID-WA Metro Area",7646,516,5200,448,2258,346,143,78,21,30,24,,,,,,,,,,,,,,,35
310M700US30340,"Lewiston-Auburn, ME Metro Area",15088,734,10030,698,4266,574,567,199,117,76,108,,,,,,,,,,,,,,,86
310M700US30460,"Lexington-Fayette, KY Metro Area",88039,1531,57481,1640,27383,1287,2213,466,905,307,57,,,,,,,,,,,,,,,52
310M700US30500,"Lexington Park, MD Metro Area",15669,1019,10549,889,4742,644,292,175,78,64,8,,,,,,,,,,,,,,,22
310M700US30620,"Lima, OH Metro Area",13343,692,9090,564,3862,550,231,120,160,129,0,,,,,,,,,,,,,,,30
310M700US30700,"Lincoln, NE Metro Area",56961,1256,38506,1163,16693,1154,1122,325,568,211,72,,,,,,,,,,,,,,,54
310M700US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",112967,2343,76982,2356,31726,1554,2623,476,1316,366,320,,,,,,,,,,,,,,,174
310M700US30860,"Logan, UT-ID Metro Area",17229,713,8984,736,7238,575,777,189,229,124,1,,,,,,,,,,,,,,,3
310M700US30980,"Longview, TX Metro Area",32060,1291,20328,1094,10356,924,1086,329,202,128,88,,,,,,,,,,,,,,,121
310M700US31020,"Longview-Kelso, WA Metro Area",14067,705,8578,684,4732,490,599,182,128,68,30,,,,,,,,,,,,,,,37
310M700US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2320767,8552,1010738,6873,960703,7829,186183,3904,117597,2526,45546,,,,,,,,,,,,,,,1948
310M700US31140,"Louisville/Jefferson County, KY-IN Metro Area",173549,2992,117441,2812,49872,1796,3687,625,2024,555,525,,,,,,,,,,,,,,,196
310M700US31180,"Lubbock, TX Metro Area",60206,1464,38773,1735,19012,1019,1601,323,611,241,209,,,,,,,,,,,,,,,133
310M700US31340,"Lynchburg, VA Metro Area",29368,1115,20462,1042,8279,753,422,183,182,124,23,,,,,,,,,,,,,,,35
310M700US31420,"Macon-Bibb County, GA Metro Area",33774,1220,22735,1238,9816,886,704,271,410,185,109,,,,,,,,,,,,,,,153
310M700US31540,"Madison, WI Metro Area",119582,1871,77169,1613,38760,1516,1773,329,1456,359,424,,,,,,,,,,,,,,,205
310M700US31700,"Manchester-Nashua, NH Metro Area",55030,1186,35492,1276,17827,922,1274,323,386,136,51,,,,,,,,,,,,,,,51
310M700US31740,"Manhattan, KS Metro Area",24597,750,16971,777,7197,705,282,140,143,97,4,,,,,,,,,,,,,,,7
310M700US31860,"Mankato, MN Metro Area",14280,589,9986,577,3569,421,428,189,245,171,52,,,,,,,,,,,,,,,71
310M700US31900,"Mansfield, OH Metro Area",16075,859,12214,777,3476,553,290,147,19,24,76,,,,,,,,,,,,,,,52
310M700US32420,"Mayagüez, PR Metro Area",30196,1127,18964,957,10390,836,785,237,52,58,5,,,,,,,,,,,,,,,7
310M700US32580,"McAllen-Edinburg-Mission, TX Metro Area",87939,2126,38046,1932,38396,1667,7582,937,2938,514,977,,,,,,,,,,,,,,,321
310M700US32780,"Medford, OR Metro Area",31342,1074,20756,902,9311,761,794,297,416,202,65,,,,,,,,,,,,,,,54
310M700US32820,"Memphis, TN-MS-AR Metro Area",206526,3151,137624,3008,60443,2420,5791,722,2041,562,627,,,,,,,,,,,,,,,225
310M700US32900,"Merced, CA Metro Area",39581,1183,19291,1199,15716,965,2787,456,1052,286,735,,,,,,,,,,,,,,,183
310M700US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",921750,7656,440644,6454,398080,5116,48587,2345,27548,1597,6891,,,,,,,,,,,,,,,822
310M700US33140,"Michigan City-La Porte, IN Metro Area",11019,713,7491,600,3256,438,216,152,52,56,4,,,,,,,,,,,,,,,23
310M700US33220,"Midland, MI Metro Area",7671,553,5535,487,1974,329,134,100,14,16,14,,,,,,,,,,,,,,,18
310M700US33260,"Midland, TX Metro Area",22335,1126,13321,1070,7268,842,1141,700,407,239,198,,,,,,,,,,,,,,,157
310M700US33340,"Milwaukee-Waukesha, WI Metro Area",260051,3505,180970,2870,70823,2117,5499,659,2189,448,570,,,,,,,,,,,,,,,231
310M700US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",432465,3998,276564,3220,133665,3374,12690,757,8148,798,1398,,,,,,,,,,,,,,,324
310M700US33500,"Minot, ND Metro Area",11827,775,8334,708,3098,482,330,191,61,72,4,,,,,,,,,,,,,,,10
310M700US33540,"Missoula, MT Metro Area",22107,899,14702,901,6850,768,189,89,227,136,139,,,,,,,,,,,,,,,118
310M700US33660,"Mobile, AL Metro Area",54913,1514,37776,1378,15783,1324,794,228,399,172,161,,,,,,,,,,,,,,,91
310M700US33700,"Modesto, CA Metro Area",69046,1789,31487,1522,29858,1525,5237,561,1885,365,579,,,,,,,,,,,,,,,260
310M700US33740,"Monroe, LA Metro Area",31360,1249,21109,1144,9298,856,708,263,190,131,55,,,,,,,,,,,,,,,65
310M700US33780,"Monroe, MI Metro Area",11527,703,8735,695,2403,443,265,143,91,77,33,,,,,,,,,,,,,,,40
310M700US33860,"Montgomery, AL Metro Area",52384,1760,35193,1575,14914,1093,1580,435,436,179,261,,,,,,,,,,,,,,,226
310M700US34060,"Morgantown, WV Metro Area",21182,981,14612,896,6335,732,106,56,129,108,0,,,,,,,,,,,,,,,30
310M700US34100,"Morristown, TN Metro Area",13182,948,8486,703,4152,692,492,196,36,43,16,,,,,,,,,,,,,,,25
310M700US34580,"Mount Vernon-Anacortes, WA Metro Area",15665,593,8671,523,5615,536,737,202,478,177,164,,,,,,,,,,,,,,,81
310M700US34620,"Muncie, IN Metro Area",15505,706,10462,718,4751,512,145,61,52,42,95,,,,,,,,,,,,,,,135
310M700US34740,"Muskegon-Norton Shores, MI Metro Area",14861,835,10159,811,4341,538,273,135,88,68,0,,,,,,,,,,,,,,,27
310M700US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",36099,1536,23554,1334,11155,818,954,332,394,203,42,,,,,,,,,,,,,,,44
310M700US34900,"Napa, CA Metro Area",18208,750,9591,615,6783,590,1346,295,292,139,196,,,,,,,,,,,,,,,98
310M700US34940,"Naples-Marco Island, FL Metro Area",38817,1621,21851,1504,12877,909,2908,507,1089,268,92,,,,,,,,,,,,,,,66
310M700US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",288490,3807,184790,3977,90028,3233,8299,832,4346,676,1027,,,,,,,,,,,,,,,272
310M700US35300,"New Haven, CT Metro Area",91053,1840,58338,1787,28383,1116,2781,405,1302,327,249,,,,,,,,,,,,,,,158
310M700US35380,"New Orleans-Metairie, LA Metro Area",156983,2859,106353,2522,45026,2026,3185,499,1496,334,923,,,,,,,,,,,,,,,271
310M700US35620,"New York-Newark-Jersey City, NY-NJ Metro Area",3594730,12654,1752575,11842,1473707,9650,201890,4181,118854,3382,47704,,,,,,,,,,,,,,,1970
310M700US35660,"Niles, MI Metro Area",17388,867,12215,865,4718,539,251,133,187,103,17,,,,,,,,,,,,,,,19
310M700US35840,"North Port-Bradenton-Sarasota, FL Metro Area",94802,2278,59399,2097,31171,1602,2966,554,1067,379,199,,,,,,,,,,,,,,,135
310M700US35980,"Norwich-New London-Willimantic, CT Metro Area",40427,1309,26589,1287,13038,915,555,207,131,73,114,,,,,,,,,,,,,,,81
310M700US36100,"Ocala, FL Metro Area",37144,1662,22984,1485,12873,1159,628,222,630,352,29,,,,,,,,,,,,,,,59
310M700US36220,"Odessa, TX Metro Area",22810,1492,11459,1117,8734,1254,1504,490,855,366,258,,,,,,,,,,,,,,,214
310M700US36260,"Ogden, UT Metro Area",51101,1675,28995,1269,19630,1188,1373,367,1061,328,42,,,,,,,,,,,,,,,63
310M700US36420,"Oklahoma City, OK Metro Area",207805,2601,132688,2787,66503,2128,6076,644,2139,441,399,,,,,,,,,,,,,,,111
310M700US36500,"Olympia-Lacey-Tumwater, WA Metro Area",38412,1278,25823,1235,11277,803,954,309,315,131,43,,,,,,,,,,,,,,,45
310M700US36540,"Omaha, NE-IA Metro Area",131901,2145,89346,2029,37453,1494,3213,466,1452,297,437,,,,,,,,,,,,,,,165
310M700US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",377641,5383,206187,4632,148840,3735,14322,1223,6710,884,1582,,,,,,,,,,,,,,,480
310M700US36780,"Oshkosh-Neenah, WI Metro Area",24876,894,18208,809,6114,622,294,104,260,135,0,,,,,,,,,,,,,,,23
310M700US36980,"Owensboro, KY Metro Area",13926,711,9051,772,4116,615,588,224,153,196,18,,,,,,,,,,,,,,,31
310M700US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",99321,1901,47432,1683,39168,1553,7456,646,3758,530,1507,,,,,,,,,,,,,,,324
310M700US37140,"Paducah, KY-IL Metro Area",11682,713,7983,674,3315,463,253,117,49,36,82,,,,,,,,,,,,,,,102
310M700US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",60086,1632,40212,1413,17683,1246,1753,423,379,141,59,,,,,,,,,,,,,,,51
310M700US37460,"Panama City-Panama City Beach, FL Metro Area",27980,1228,17460,1125,9226,724,1035,292,142,80,117,,,,,,,,,,,,,,,109
310M700US37620,"Parkersburg-Vienna, WV Metro Area",9174,613,6938,599,2112,358,37,30,62,77,25,,,,,,,,,,,,,,,38
310M700US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",59515,1857,39450,1665,18146,1009,1463,333,327,141,129,,,,,,,,,,,,,,,130
310M700US37900,"Peoria, IL Metro Area",40976,1184,30680,1104,9280,779,772,262,162,110,82,,,,,,,,,,,,,,,102
310M700US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",818726,7571,537056,5795,247279,5140,19517,1370,11139,1092,3735,,,,,,,,,,,,,,,763
310M700US38060,"Phoenix-Mesa-Chandler, AZ Metro Area",632407,5361,351282,4597,231620,4353,31228,1532,14622,1041,3655,,,,,,,,,,,,,,,509
310M700US38240,"Pinehurst-Southern Pines, NC Metro Area",10392,757,7897,640,2102,363,117,70,191,160,85,,,,,,,,,,,,,,,109
310M700US38300,"Pittsburgh, PA Metro Area",311321,3606,239401,3625,66484,1784,2647,440,2001,369,788,,,,,,,,,,,,,,,221
310M700US38340,"Pittsfield, MA Metro Area",17322,959,13319,884,3784,431,173,143,46,69,0,,,,,,,,,,,,,,,32
310M700US38540,"Pocatello, ID Metro Area",10237,709,6690,581,3137,437,325,152,85,62,0,,,,,,,,,,,,,,,29
310M700US38660,"Ponce, PR Metro Area",30955,1103,17108,942,12880,888,804,245,113,74,50,,,,,,,,,,,,,,,45
310M700US38860,"Portland-South Portland, ME Metro Area",64276,1596,44639,1518,18086,1038,854,247,620,337,77,,,,,,,,,,,,,,,75
310M700US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",387297,4269,227983,3139,138695,3480,12057,1044,7268,815,1294,,,,,,,,,,,,,,,279
310M700US38940,"Port St. Lucie, FL Metro Area",43272,1901,25507,1703,14947,1351,1862,446,492,209,464,,,,,,,,,,,,,,,248
310M700US39150,"Prescott Valley-Prescott, AZ Metro Area",27716,1353,17848,1210,8812,776,784,233,217,98,55,,,,,,,,,,,,,,,66
310M700US39300,"Providence-Warwick, RI-MA Metro Area",248744,3239,164115,2931,75382,2347,5381,774,3084,723,782,,,,,,,,,,,,,,,297
310M700US39340,"Provo-Orem-Lehi, UT Metro Area",65014,1435,30309,1306,29900,1315,3551,501,913,253,341,,,,,,,,,,,,,,,178
310M700US39380,"Pueblo, CO Metro Area",21324,882,13657,806,6898,658,508,154,261,112,0,,,,,,,,,,,,,,,32
310M700US39460,"Punta Gorda, FL Metro Area",14665,958,10179,808,3962,573,321,157,203,140,0,,,,,,,,,,,,,,,35
310M700US39540,"Racine-Mount Pleasant, WI Metro Area",23284,1056,15642,953,6999,748,475,151,100,74,68,,,,,,,,,,,,,,,69
310M700US39580,"Raleigh-Cary, NC Metro Area",191714,3363,124894,3146,59453,2074,4773,601,2117,459,477,,,,,,,,,,,,,,,162
310M700US39660,"Rapid City, SD Metro Area",18128,818,12167,785,5570,617,266,125,90,63,35,,,,,,,,,,,,,,,40
310M700US39740,"Reading, PA Metro Area",46902,1181,30750,1317,14451,1060,866,223,711,255,124,,,,,,,,,,,,,,,96
310M700US39820,"Redding, CA Metro Area",24538,1036,15834,875,7601,751,809,175,216,113,78,,,,,,,,,,,,,,,71
310M700US39900,"Reno, NV Metro Area",85601,1821,46297,1810,33130,1627,3048,499,2557,386,569,,,,,,,,,,,,,,,189
310M700US40060,"Richmond, VA Metro Area",176082,2460,120291,2406,49133,1914,4393,575,1891,432,374,,,,,,,,,,,,,,,199
310M700US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",495428,4966,218392,3735,208743,3446,43104,1751,18358,1156,6831,,,,,,,,,,,,,,,796
310M700US40220,"Roanoke, VA Metro Area",41343,1219,29483,1125,10335,821,723,270,604,258,198,,,,,,,,,,,,,,,144
310M700US40340,"Rochester, MN Metro Area",23830,829,16544,830,6463,608,353,143,451,189,19,,,,,,,,,,,,,,,29
310M700US40380,"Rochester, NY Metro Area",145655,2265,104240,2343,37595,1500,2084,370,1432,360,304,,,,,,,,,,,,,,,129
310M700US40420,"Rockford, IL Metro Area",43151,1170,29556,1165,12290,797,696,248,543,199,66,,,,,,,,,,,,,,,54
310M700US40580,"Rocky Mount, NC Metro Area",21841,1020,14209,946,6430,713,507,198,579,446,116,,,,,,,,,,,,,,,92
310M700US40660,"Rome, GA Metro Area",13422,875,8196,734,4737,552,241,155,196,118,52,,,,,,,,,,,,,,,61
310M700US40900,"Sacramento-Roseville-Folsom, CA Metro Area",326239,3929,174752,3484,120545,2801,18621,1065,9192,742,3129,,,,,,,,,,,,,,,450
310M700US40980,"Saginaw, MI Metro Area",20188,914,13567,847,6329,551,196,91,79,50,17,,,,,,,,,,,,,,,20
310M700US41060,"St. Cloud, MN Metro Area",25302,896,15029,893,8578,735,988,359,701,227,6,,,,,,,,,,,,,,,16
310M700US41100,"St. George, UT Metro Area",19792,1129,10732,952,8011,834,639,222,410,180,0,,,,,,,,,,,,,,,30
310M700US41140,"St. Joseph, MO-KS Metro Area",14475,866,10425,885,3740,491,261,137,49,38,0,,,,,,,,,,,,,,,31
310M700US41180,"St. Louis, MO-IL Metro Area",343477,3517,243260,3227,91002,2393,5676,871,2807,618,732,,,,,,,,,,,,,,,316
310M700US41420,"Salem, OR Metro Area",59459,1713,32731,1497,21474,1176,3615,717,1210,309,429,,,,,,,,,,,,,,,208
310M700US41500,"Salinas, CA Metro Area",63496,1278,24406,1068,24377,1114,7720,617,4255,571,2738,,,,,,,,,,,,,,,492
310M700US41540,"Salisbury, MD Metro Area",17511,863,11009,866,5729,548,405,172,303,175,65,,,,,,,,,,,,,,,64
310M700US41620,"Salt Lake City-Murray, UT Metro Area",148733,3211,88612,2505,51392,1894,4986,615,3087,501,656,,,,,,,,,,,,,,,260
310M700US41660,"San Angelo, TX Metro Area",16397,950,10193,802,5611,607,313,127,199,145,81,,,,,,,,,,,,,,,83
310M700US41700,"San Antonio-New Braunfels, TX Metro Area",354612,3961,204440,3832,124902,3645,15222,1319,8121,933,1927,,,,,,,,,,,,,,,498
310M700US41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",532140,3919,254543,3642,222339,3297,33129,1680,17128,1147,5001,,,,,,,,,,,,,,,607
310M700US41780,"Sandusky, OH Metro Area",12172,750,8956,659,3088,408,54,41,74,76,0,,,,,,,,,,,,,,,30
310M700US41860,"San Francisco-Oakland-Fremont, CA Metro Area",776462,4958,387209,4279,308281,4304,41048,1828,29107,1486,10817,,,,,,,,,,,,,,,835
310M700US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",302797,3265,127371,2569,138342,3164,20248,1231,12785,1015,4051,,,,,,,,,,,,,,,536
310M700US41980,"San Juan-Bayamón-Caguas, PR Metro Area",268667,3385,163161,3198,96941,2643,6671,810,1592,312,302,,,,,,,,,,,,,,,115
310M700US42020,"San Luis Obispo-Paso Robles, CA Metro Area",41517,1182,22530,1237,16111,902,1678,274,935,260,263,,,,,,,,,,,,,,,155
310M700US42100,"Santa Cruz-Watsonville, CA Metro Area",38819,1148,17689,992,15971,1022,2365,396,1693,371,1101,,,,,,,,,,,,,,,257
310M700US42140,"Santa Fe, NM Metro Area",20164,848,14016,878,5403,553,493,200,195,99,57,,,,,,,,,,,,,,,73
310M700US42200,"Santa Maria-Santa Barbara, CA Metro Area",71264,1376,31043,1146,29278,1348,6166,654,3431,469,1346,,,,,,,,,,,,,,,275
310M700US42220,"Santa Rosa-Petaluma, CA Metro Area",71400,1708,38522,1504,26405,1532,3870,586,1687,339,916,,,,,,,,,,,,,,,297
310M700US42340,"Savannah, GA Metro Area",61020,1757,42042,1700,17325,1315,1006,256,483,261,164,,,,,,,,,,,,,,,166
310M700US42540,"Scranton--Wilkes-Barre, PA Metro Area",76419,1677,53586,1475,20777,1261,1499,358,541,194,16,,,,,,,,,,,,,,,18
310M700US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",643789,5064,357614,4947,243623,4108,21273,1209,18512,1276,2767,,,,,,,,,,,,,,,449
310M700US42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",14081,846,9839,728,3817,484,342,158,45,46,38,,,,,,,,,,,,,,,58
310M700US42700,"Sebring, FL Metro Area",10034,736,6423,679,3335,451,111,77,141,113,24,,,,,,,,,,,,,,,33
310M700US43100,"Sheboygan, WI Metro Area",14184,757,10486,727,3314,331,258,133,126,101,0,,,,,,,,,,,,,,,23
310M700US43300,"Sherman-Denison, TX Metro Area",18353,901,11106,832,6492,794,563,183,136,104,56,,,,,,,,,,,,,,,67
310M700US43340,"Shreveport-Bossier City, LA Metro Area",58254,1645,39412,1462,16204,1305,2037,503,491,261,110,,,,,,,,,,,,,,,106
310M700US43420,"Sierra Vista-Douglas, AZ Metro Area",14769,767,9659,687,4458,579,432,155,162,70,58,,,,,,,,,,,,,,,43
310M700US43580,"Sioux City, IA-NE-SD Metro Area",17604,816,10684,775,5830,638,680,257,410,163,0,,,,,,,,,,,,,,,31
310M700US43620,"Sioux Falls, SD-MN Metro Area",41478,1282,28981,1209,11100,918,1001,291,341,150,55,,,,,,,,,,,,,,,40
310M700US43640,"Slidell-Mandeville-Covington, LA Metro Area",22206,1291,14576,1079,6655,857,461,179,514,322,0,,,,,,,,,,,,,,,33
310M700US43780,"South Bend-Mishawaka, IN-MI Metro Area",37123,1104,25528,955,10502,876,683,237,305,123,105,,,,,,,,,,,,,,,98
310M700US43900,"Spartanburg, SC Metro Area",38913,1459,23909,1321,13415,1092,1075,268,473,181,41,,,,,,,,,,,,,,,38
310M700US44060,"Spokane-Spokane Valley, WA Metro Area",81473,1745,51832,1688,25914,1442,1928,326,1528,412,271,,,,,,,,,,,,,,,138
310M700US44100,"Springfield, IL Metro Area",25393,1092,18977,1067,5487,585,713,282,135,100,81,,,,,,,,,,,,,,,74
310M700US44140,"Springfield, MA Metro Area",69691,1576,43924,1588,23780,1411,1040,253,778,370,169,,,,,,,,,,,,,,,103
310M700US44180,"Springfield, MO Metro Area",72346,1675,50692,1690,19794,1103,1260,410,495,194,105,,,,,,,,,,,,,,,114
310M700US44220,"Springfield, OH Metro Area",17131,739,10860,658,5770,621,256,104,117,67,128,,,,,,,,,,,,,,,99
310M700US44300,"State College, PA Metro Area",22546,803,15091,767,6339,567,286,121,431,186,399,,,,,,,,,,,,,,,172
310M700US44420,"Staunton-Stuarts Draft, VA Metro Area",14526,952,10798,883,3301,495,250,153,149,97,28,,,,,,,,,,,,,,,46
310M700US44700,"Stockton-Lodi, CA Metro Area",93220,1639,40418,1599,40298,1484,8399,786,3048,485,1057,,,,,,,,,,,,,,,237
310M700US44940,"Sumter, SC Metro Area",13093,904,9098,929,3789,496,187,114,19,30,0,,,,,,,,,,,,,,,33
310M700US45060,"Syracuse, NY Metro Area",85637,1777,62805,1685,20346,991,1647,324,651,190,188,,,,,,,,,,,,,,,125
310M700US45220,"Tallahassee, FL Metro Area",66794,1524,43355,1533,21182,1089,1738,403,461,221,58,,,,,,,,,,,,,,,55
310M700US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",426933,5126,268681,4532,138879,3358,11891,1009,5761,702,1721,,,,,,,,,,,,,,,436
