"GEO_ID","NAME","B20004_001E","B20004_001M","B20004_002E","B20004_002M","B20004_003E","B20004_003M","B20004_004E","B20004_004M","B20004_005E","B20004_005M","B20004_006E","B20004_006M","B20004_007E","B20004_007M","B20004_008E","B20004_008M","B20004_009E","B20004_009M","B20004_010E","B20004_010M","B20004_011E","B20004_011M","B20004_012E","B20004_012M","B20004_013E","B20004_013M","B20004_014E","B20004_014M","B20004_015E","B20004_015M","B20004_016E","B20004_016M","B20004_017E","B20004_017M","B20004_018E","B20004_018M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than high school graduate","Margin of Error!!Total:!!Less than high school graduate","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college or associate's degree","Margin of Error!!Total:!!Some college or associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Less than high school graduate","Margin of Error!!Total:!!Male:!!Less than high school graduate","Estimate!!Total:!!Male:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Male:!!High school graduate (includes equivalency)","Estimate!!Total:!!Male:!!Some college or associate's degree","Margin of Error!!Total:!!Male:!!Some college or associate's degree","Estimate!!Total:!!Male:!!Bachelor's degree","Margin of Error!!Total:!!Male:!!Bachelor's degree","Estimate!!Total:!!Male:!!Graduate or professional degree","Margin of Error!!Total:!!Male:!!Graduate or professional degree","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Less than high school graduate","Margin of Error!!Total:!!Female:!!Less than high school graduate","Estimate!!Total:!!Female:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Female:!!High school graduate (includes equivalency)","Estimate!!Total:!!Female:!!Some college or associate's degree","Margin of Error!!Total:!!Female:!!Some college or associate's degree","Estimate!!Total:!!Female:!!Bachelor's degree","Margin of Error!!Total:!!Female:!!Bachelor's degree","Estimate!!Total:!!Female:!!Graduate or professional degree","Margin of Error!!Total:!!Female:!!Graduate or professional degree",
"310M700US10180","Abilene, TX Metro Area","44613","1443","29788","2539","35753","2103","44794","1819","58212","2380","66549","5825","51862","2317","35765","4518","43886","2828","53602","4025","65608","4209","74737","14009","38027","1426","22296","5016","27806","2641","36992","1603","51837","5963","62031","3747",
"310M700US10380","Aguadilla, PR Metro Area","20408","679","10960","1190","17304","1110","19350","889","26907","1316","37382","3061","20330","778","11152","1204","18202","757","21785","1242","31487","3358","48764","9641","20511","965","9759","2768","13477","1815","17102","1156","25137","1635","32677","3604",
"310M700US10420","Akron, OH Metro Area","50360","636","31474","1769","39266","1244","44258","858","66405","1732","85002","2184","59157","1337","40603","3707","46933","1838","52830","1554","81784","3338","100068","3372","42667","835","25760","1478","31766","1013","37249","1022","55306","1798","74395","2423",
"310M700US10500","Albany, GA Metro Area","43066","1666","25556","3689","35517","1663","39444","2744","60220","3034","69143","3439","49424","1660","28443","6242","42594","3845","51965","2982","66462","9429","81225","11033","38161","1964","22373","4599","29317","1934","32049","2014","56582","8796","66272","4597",
"310M700US10540","Albany, OR Metro Area","48590","1325","36869","3143","41261","2924","46993","1510","62041","3460","73273","4174","57349","2259","42603","9760","49540","3460","60433","2595","67756","5815","76425","8768","40537","1998","35430","5702","26330","2750","38102","3117","56500","5140","71327","5519",
"310M700US10580","Albany-Schenectady-Troy, NY Metro Area","61605","575","31824","1143","43536","1115","53150","1352","75715","1372","87769","1639","70005","958","35280","2483","51613","1096","61338","1361","85987","2023","103009","2459","54025","1140","24819","3691","35988","1150","45882","1079","62800","2213","80246","1823",
"310M700US10740","Albuquerque, NM Metro Area","48456","719","29344","1705","36553","807","43541","1310","59132","1291","82576","2307","53582","1243","33142","2412","40743","1818","50654","1746","68286","3655","101442","3522","43363","1078","23802","1982","32280","1022","37906","1535","53539","2438","73813","1844",
"310M700US10780","Alexandria, LA Metro Area","43336","1835","29203","2591","37973","2619","39779","2829","59083","3821","65886","2301","52140","2569","33353","3243","49153","3015","49629","4831","75213","7725","69007","6523","36381","1363","21477","10351","30318","2786","34705","2871","51655","3104","60061","11306",
"310M700US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","52943","821","33286","1770","42584","836","49285","805","67773","2301","86945","2096","61976","658","39286","3230","51384","1182","60927","943","79373","2227","106920","3385","44573","855","26723","2757","32481","1083","41167","956","57688","2018","75805","2414",
"310M700US11020","Altoona, PA Metro Area","44667","1396","30738","5308","37778","1506","41880","1372","60854","2813","65205","2998","51527","1576","35931","5215","46034","2078","47815","2850","67882","5391","83553","7765","37891","1290","23664","7451","28971","2073","37304","1255","52788","4044","60988","2681",
"310M700US11100","Amarillo, TX Metro Area","49713","1573","33237","1606","38585","2564","45809","1609","66664","1618","83891","7348","59757","1946","37251","1853","49229","3198","58991","3727","80795","5255","107537","9248","39285","1706","23802","2861","30008","1994","36153","1201","59308","3340","72328","2873",
"310M700US11180","Ames, IA Metro Area","53012","1463","32990","7753","40703","1415","47312","1738","60517","1845","74445","3589","60481","1907","32967","7473","48386","4015","56901","3853","72805","3938","80103","5329","45385","1822","33750","28422","29179","2571","40652","1643","51979","4013","66654","4702",
"310M700US11200","Amherst Town-Northampton, MA Metro Area","60523","1539","41261","5888","45486","2627","49260","2188","63012","5176","78865","2806","66932","2760","45598","14358","55354","8254","56451","3096","72417","4693","89570","5440","53877","2662","31429","22319","34337","5480","39928","6453","55601","5028","74863","3239",
"310M700US11260","Anchorage, AK Metro Area","61265","781","37241","5475","44366","1686","56485","1783","74453","2267","97262","3197","70115","1798","42171","5786","50710","2237","66969","2294","87320","4057","114341","8061","52745","1573","31851","5930","36839","2255","47938","1695","63565","3807","88619","3979",
"310M700US11460","Ann Arbor, MI Metro Area","60100","1068","28220","3312","35213","2045","44557","1849","64118","2066","90705","2268","71471","2301","32351","3673","40774","2095","50223","2897","84386","3765","110914","2994","50522","1007","18561","3068","30905","806","38505","2736","52234","1505","74497","2608",
"310M700US11500","Anniston-Oxford, AL Metro Area","40143","2044","31803","2767","33528","1705","42148","2425","51269","3199","62521","6305","47303","2984","35938","3310","38182","3067","52237","2394","62736","10632","74349","2837","34908","1863","22984","3789","26519","4135","35385","3351","48011","4896","56465","2871",
"310M700US11540","Appleton, WI Metro Area","56136","892","43997","3141","47602","1716","51492","1277","66848","1995","80324","4089","66613","1245","48872","2291","56042","1425","66212","1770","84638","2649","96765","12745","45498","1220","33920","2504","36698","1212","39910","1168","55780","2343","69654","5341",
"310M700US11640","Arecibo, PR Metro Area","21906","529","12683","2219","18071","827","20426","918","28257","1548","41384","2282","21908","645","14244","2293","18966","941","23621","1962","29829","2312","47450","6028","21903","806","9028","1428","15549","2247","17867","1377","26554","2912","39843","3996",
"310M700US11700","Asheville, NC Metro Area","43951","939","27111","2822","32642","1433","41737","1173","52193","1327","68307","3697","50173","1026","30142","2433","36499","1332","48860","2547","60568","2159","84535","4552","39175","1694","20518","2126","28599","1238","36217","1641","45499","2111","61321","2946",
"310M700US12020","Athens-Clarke County, GA Metro Area","47091","1240","34594","2845","36148","1660","39908","2223","56443","4179","69926","5058","54164","2579","38291","5277","42122","4091","45536","4143","69338","4288","89576","6001","41029","1698","30928","3410","31475","2314","33863","2121","45959","3089","61737","2840",
"310M700US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area","55510","399","33019","798","39563","540","47051","513","72746","654","91335","802","63013","657","37661","879","45194","653","55420","863","88500","1280","114028","2344","48661","408","26355","860","33002","768","40584","442","60777","582","79058","1032",
"310M700US12100","Atlantic City-Hammonton, NJ Metro Area","49885","1013","29907","2971","38596","1487","44845","1786","67203","1829","87350","3485","57106","1753","34464","3345","47488","2557","51498","2860","74551","3435","103743","7312","43012","1324","22773","3430","31181","1586","40559","1654","59482","3904","79448","2962",
"310M700US12220","Auburn-Opelika, AL Metro Area","49754","1533","33497","6248","37225","1896","44517","2088","59998","2568","67358","2860","60245","1543","42681","9684","44594","3291","55341","2686","74161","3091","82318","7256","40744","1717","20852","7592","32056","1847","37060","2206","48064","3896","60623","2553",
"310M700US12260","Augusta-Richmond County, GA-SC Metro Area","46938","1063","28979","3778","36347","1065","41505","1032","65119","2536","77390","2475","56244","1723","32960","2181","43675","2007","53378","2041","80026","3772","102420","4258","38996","1420","20308","6599","30041","2305","34067","1149","53407","2942","66725","2970",
"310M700US12420","Austin-Round Rock-San Marcos, TX Metro Area","62150","375","34343","1668","41831","783","52559","811","78079","1172","95193","1662","72525","826","39996","1675","47941","1358","61256","874","95379","1764","121618","1770","53865","580","25518","1873","34270","1297","44325","888","64614","974","76103","1711",
"310M700US12540","Bakersfield-Delano, CA Metro Area","42429","670","28019","740","37931","1295","44929","1305","70034","3126","95862","3791","49959","825","31664","1657","44558","1721","59970","1572","83718","4098","108985","4559","35086","849","22997","943","30137","1189","35430","1223","59504","3284","85381","4573",
"310M700US12580","Baltimore-Columbia-Towson, MD Metro Area","66210","492","33395","1188","45830","763","55198","834","80513","859","102145","1123","76222","766","40422","1780","52331","856","66556","1342","96639","1713","122783","1790","58065","769","25413","1502","37746","923","46756","869","67752","1278","90701","1085",
"310M700US12620","Bangor, ME Metro Area","46621","1077","35104","4179","37585","1603","44658","1581","55268","3173","72018","4125","51866","1334","35284","5783","45062","2795","51818","2264","63125","2668","80736","9610","42268","1444","34464","10781","31733","2283","39939","1970","50091","2927","67315","6654",
"310M700US12700","Barnstable Town, MA Metro Area","59063","1927","39569","5443","45629","2675","48550","2407","67633","4117","85191","4860","67344","4043","43980","22754","54394","3478","61786","4718","82425","6941","101952","7653","50038","2382","36529","4389","35216","3189","41123","2762","60236","3329","75283","5033",
"310M700US12940","Baton Rouge, LA Metro Area","51997","879","31751","1750","41280","1461","47222","1861","66766","1589","73553","2900","64809","1725","39738","2908","52513","2461","61943","3076","88583","4407","104773","5426","41852","783","19627","3328","29875","1257","37029","931","55171","1685","63809","2177",
"310M700US12980","Battle Creek, MI Metro Area","45562","1098","26907","4600","37991","2383","43103","1850","62736","3046","84489","5713","51036","1429","41295","2636","44404","2170","54016","2279","72974","5523","85313","21311","38797","1676","19485","3075","31228","1619","34956","1926","54504","5640","84383","6655",
"310M700US13020","Bay City, MI Metro Area","43806","1676","28696","2849","36406","1780","40664","1719","60981","2513","76614","3808","51960","2295","34632","6122","45311","3055","53062","4180","68622","5072","83235","12560","36772","1518","20221","4548","28236","3149","33604","2562","54167","5887","74444","3025",
"310M700US13140","Beaumont-Port Arthur, TX Metro Area","49233","1056","28923","2173","40535","1700","49424","1411","66099","1945","84251","6034","61069","1224","36894","3577","50316","2383","68360","2470","78988","6266","107342","8751","37452","1523","17473","3070","27827","1922","36628","1397","58767","2769","71361","5811",
"310M700US13220","Beckley, WV Metro Area","42385","1807","24169","3863","35889","3333","37711","3608","59692","4460","64345","6045","48611","2975","29291","2719","44490","3931","44223","4261","67309","9117","78703","11536","36088","1727","20440","4440","24921","2941","34521","2728","48194","5873","60498","4806",
"310M700US13380","Bellingham, WA Metro Area","54738","1473","41479","6272","45434","2985","49090","2175","61536","2135","84468","4350","65667","2757","49316","3493","58491","3034","62061","4017","75491","6245","100303","5235","45375","2066","25062","8776","34514","3979","40566","2890","51490","4337","74719","4487",
"310M700US13460","Bend, OR Metro Area","54069","1782","33561","2981","41005","1165","49613","2325","64443","3471","84822","4759","61588","1570","37874","5878","47696","3270","59198","2906","76509","4383","103062","10856","45391","1761","24690","6923","31261","2883","40554","2135","53517","4266","72476","5309",
"310M700US13740","Billings, MT Metro Area","49262","1367","35280","5145","38779","1544","47093","1794","57326","1845","77100","7756","60023","1979","38519","5372","48302","4311","60363","3340","72835","5266","91929","9664","40385","1132","23103","5287","32608","2727","37133","2640","49173","1849","69927","7341",
"310M700US13780","Binghamton, NY Metro Area","47822","1153","28090","5131","38461","1443","43350","1394","61616","1450","74599","2470","54407","1924","32960","5633","44795","2356","52177","3935","76829","5473","82042","5252","41610","1119","20632","4772","31115","1456","38004","1777","53739","1932","70210","2675",
"310M700US13820","Birmingham, AL Metro Area","51110","647","30565","1282","39060","1270","45373","929","64688","1511","79189","1804","60231","772","35878","1561","47663","1385","55596","1918","83398","3140","97905","3470","42483","1009","22808","1308","30657","909","38416","1139","52613","1561","70014","2006",
"310M700US13900","Bismarck, ND Metro Area","55836","1986","32276","7843","44831","2120","50297","2648","66910","3228","77719","4493","63380","2618","28969","11797","48595","1382","62437","3271","82210","6487","98375","13237","49722","1999","36528","11363","38339","3803","38289","3312","61493","1715","71979","3748",
"310M700US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","49997","1224","32286","4793","39640","2099","45683","1963","59611","3063","72888","4660","56738","1528","33535","9287","43929","1789","55534","3648","77550","7941","84367","8937","43307","1707","29545","6012","30925","2408","39209","4134","51485","3108","64098","3884",
"310M700US14010","Bloomington, IL Metro Area","59024","1596","33813","2616","42177","2884","47761","1694","75739","4373","84891","4799","71080","2528","34797","3850","47078","3133","55253","2894","92378","3568","96814","3772","49873","1875","29157","2914","32500","3478","41079","3469","58405","3061","76627","3907",
"310M700US14020","Bloomington, IN Metro Area","48860","1217","30259","8414","38674","3137","45748","2297","53291","2830","63240","5330","55521","1911","41899","6626","43447","2511","56551","2132","61727","7176","74557","16195","43366","1666","14153","12543","31525","4560","38128","1742","49357","2460","57939","4601",
"310M700US14260","Boise City, ID Metro Area","50557","606","35387","1551","40375","811","45151","1177","62047","1491","82201","2074","59916","937","40910","1538","47251","2106","54717","1895","81263","2717","100238","5178","41544","770","25095","2099","32189","1165","36251","1233","50613","1465","70799","2877",
"310M700US14460","Boston-Cambridge-Newton, MA-NH Metro Area","72037","466","35113","745","47290","548","54173","665","85818","660","106593","806","82455","751","41188","875","55575","852","63137","1036","101345","877","132136","1594","61865","404","28894","1048","37011","569","46890","753","72252","904","93022","890",
"310M700US14500","Boulder, CO Metro Area","67063","1742","40630","3389","43159","1415","47920","2043","75096","3780","97099","2618","78184","2151","42249","5287","46408","2025","56334","3406","96257","4794","117065","4843","55131","2026","31038","6677","39380","2761","38065","3183","55924","3386","82386","4703",
"310M700US14540","Bowling Green, KY Metro Area","44011","1284","32723","2080","36479","1832","40860","2319","57228","5186","65264","3647","50303","1715","38626","6294","43607","2781","50172","2357","76096","7208","69254","9416","36752","1378","25086","6592","28543","1118","33127","2761","46637","4429","64119","2127",
"310M700US14580","Bozeman, MT Metro Area","57338","2055","33720","4572","46447","3613","49030","3867","62371","2709","75807","5418","66863","2784","40579","11178","56525","4025","60902","3040","73745","3900","88011","10465","44343","2443","14432","8742","29881","6656","37181","4158","47569","3260","66329","6069",
"310M700US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","63971","1867","32151","5755","51079","1963","57484","2915","79977","2172","102286","4888","77634","1819","35343","6044","56873","2799","72702","3169","100729","4526","122504","5204","49518","1505","29443","4724","40513","1696","42269","2175","60203","3556","81897","5087",
"310M700US14860","Bridgeport-Stamford-Danbury, CT Metro Area","66037","1070","33579","2732","41953","1529","50555","1137","89030","2626","112981","3052","77750","1262","37261","2278","49468","1817","59134","2990","109129","3399","152988","5949","54740","1210","25314","2750","32787","1635","42347","1447","71112","2991","90688","3557",
"310M700US15180","Brownsville-Harlingen, TX Metro Area","35340","762","22533","1160","31470","916","36036","897","51181","1655","69692","3120","41010","1366","27825","1460","37110","3463","41875","2142","56037","4326","78013","4033","30684","906","16567","1053","25633","1623","32956","1250","48723","1635","65686","2259",
"310M700US15260","Brunswick-St. Simons, GA Metro Area","43052","1891","24910","4110","36934","2607","44928","2513","57208","5492","66536","3799","53103","3295","31036","6946","40824","2493","60059","6086","73093","4122","81313","16415","37115","2464","22847","4071","30106","3988","36041","3129","48365","3919","63220","6522",
"310M700US15380","Buffalo-Cheektowaga, NY Metro Area","52764","660","30919","976","39014","1295","47563","770","64779","1171","79373","1472","60519","691","35049","2524","47214","1279","56851","1456","74800","1906","92184","3649","46702","798","23476","1072","31441","820","40980","1027","56081","1301","72787","1724",
"310M700US15500","Burlington, NC Metro Area","45869","1258","31290","1774","36921","1432","44148","1619","58551","2979","70888","4111","51740","1538","33404","2863","41153","2339","54028","2878","71989","6470","86019","8259","41329","1374","25347","5268","31819","3859","38781","2892","50219","2997","67099","3932",
"310M700US15540","Burlington-South Burlington, VT Metro Area","60287","1058","36470","2690","47785","1319","52045","2452","65174","1790","81077","2306","65746","1325","37955","5974","51927","1784","60799","2034","73954","2384","100208","6779","54079","1250","32500","8185","43250","2619","45164","2608","57537","3084","72315","2727",
"310M700US15940","Canton-Massillon, OH Metro Area","46224","848","31497","3279","38378","1275","44202","1192","61372","1431","77400","2568","53639","859","37123","3177","46585","1591","53074","1319","76026","4500","93268","4738","38515","1190","20649","1778","29725","1393","36647","910","50537","2161","69021","2505",
"310M700US15980","Cape Coral-Fort Myers, FL Metro Area","45369","998","30953","979","37858","1381","44476","1005","59345","1840","77176","3054","50759","904","34176","2459","42623","1596","50917","1489","70380","3237","96975","6796","40393","813","23325","1811","31559","1113","39251","1568","52175","1140","67097","4668",
"310M700US16020","Cape Girardeau, MO-IL Metro Area","43984","1789","29163","7135","37220","1732","40202","2649","52369","3424","58495","3375","52411","2395","36804","5023","45694","3536","52830","3892","61327","9499","71925","11204","36866","1403","21514","5723","30291","1924","32954","2810","46410","3706","54358","4645",
"310M700US16180","Carson City, NV Metro Area","43830","2120","28376","2521","41456","2249","43589","4300","54308","5209","71737","11435","48870","2365","32500","11842","43260","3818","51213","5525","65400","11022","71629","14827","37473","2898","26486","2438","38765","3767","35542","3885","51201","10398","72024","17788",
"310M700US16220","Casper, WY Metro Area","48797","1793","39498","5121","43890","3623","44149","2879","53925","5742","79110","4281","60556","2765","44135","8252","52471","7352","60575","5553","62363","7575","94375","15347","39317","3417","28210","6291","35711","2336","33362","2563","49989","2607","70274","8053",
"310M700US16300","Cedar Rapids, IA Metro Area","52798","1281","32350","2734","40661","1085","49078","1648","65963","1480","85789","3351","61324","1119","37414","3093","49772","1832","59904","1836","80032","3970","113177","9204","43817","1644","25896","4065","31085","1084","40907","1421","58269","2426","72234","2746",
"310M700US16540","Chambersburg, PA Metro Area","51752","1072","41935","4047","45392","1837","51702","1916","64105","3873","77169","4362","60381","1373","44946","6616","52685","2427","61736","3722","76437","3754","87256","17255","42904","1935","34397","8099","35968","1384","45180","4370","52855","7475","72649","3166",
"310M700US16580","Champaign-Urbana, IL Metro Area","52198","916","31788","2036","40278","1779","46365","1761","61636","2188","70553","2096","60469","1584","33131","3757","48624","2774","54465","3265","68900","3625","86457","6754","45734","1627","24545","11551","33381","2144","40972","1872","52561","2678","64674","3426",
"310M700US16620","Charleston, WV Metro Area","46399","1410","28914","3958","36131","1488","41873","1574","59888","4149","77827","4633","53364","2200","32469","6164","42017","3856","46202","5119","72612","3536","99654","11462","41587","1365","21154","2776","30121","1788","39682","2209","52774","2599","63488","4768",
"310M700US16700","Charleston-North Charleston, SC Metro Area","54026","705","33828","1784","41202","1258","48326","1072","68569","1836","79496","2471","63507","1359","38373","4341","50324","1664","58705","1693","83185","3368","107950","5395","45361","956","26352","2545","31363","1242","39972","1442","54926","2480","65744","2372",
"310M700US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","53972","362","32229","666","40266","528","46572","579","72587","859","90008","1559","62638","742","37064","856","45868","913","54854","986","90704","1400","121272","2114","46551","491","24941","1352","33214","760","40018","612","59179","855","71470","888",
"310M700US16820","Charlottesville, VA Metro Area","57519","1428","31001","1613","38400","2555","45936","2137","65912","3637","89882","4614","65971","2683","32955","4627","45594","3207","52228","4028","77905","4025","113171","8508","50456","2057","24517","8324","32964","4058","39851","1827","56597","2886","76805","2698",
"310M700US16860","Chattanooga, TN-GA Metro Area","48381","713","28873","1646","38242","1026","44582","1150","63092","2158","77186","3328","55444","1251","31725","2053","44165","1310","54010","1754","74294","3635","101077","5418","41626","862","23284","1627","30271","1112","37204","958","52593","1851","66984","1320",
"310M700US16940","Cheyenne, WY Metro Area","55280","1717","46243","4057","42777","3198","50415","2951","64084","2428","82563","5931","64439","3051","53570","7405","52917","6069","60827","2172","77965","5643","86798","9077","43250","1987","25326","13510","32217","2189","39296","4546","54471","5071","77071","4684",
"310M700US16980","Chicago-Naperville-Elgin, IL-IN Metro Area","59033","328","35258","378","41666","263","48758","319","76648","564","95510","746","67762","627","40279","502","49202","476","60174","443","91217","748","115929","1359","49978","328","27595","600","33193","459","40548","405","64655","609","82184","751",
"310M700US17020","Chico, CA Metro Area","48051","1826","29103","1759","40091","3564","44627","1978","58824","3105","79622","6396","52643","2654","33252","4365","47768","5191","51424","2680","65667","5306","97688","7490","42894","2529","23932","1443","34356","3527","38019","1900","54871","2542","72102","6014",
"310M700US17140","Cincinnati, OH-KY-IN Metro Area","54771","482","33129","1520","41306","539","48490","535","71295","841","87029","1367","63528","738","39481","1804","48481","862","58761","1072","86626","1423","106519","3016","46621","522","25451","1525","33593","832","40582","669","58998","1392","76708","1437",
"310M700US17300","Clarksville, TN-KY Metro Area","47521","975","35252","3301","39843","1452","44522","2095","54662","2587","69897","4708","53594","1086","44821","5063","46368","1632","53456","2155","67174","3057","87725","7093","38143","1799","23222","2064","29367","2284","35370","1523","45339","3354","62179","3023",
"310M700US17410","Cleveland, OH Metro Area","51580","331","31367","902","39996","529","45583","654","67481","1143","86456","1169","60202","491","37171","1410","47145","673","55174","1078","82068","1518","102793","1714","44040","446","24544","1162","31505","476","38972","647","56696","1440","76906","1557",
"310M700US17420","Cleveland, TN Metro Area","44338","1665","30561","2562","37514","2422","45140","3119","50261","3364","64017","5379","53429","2444","37540","3552","46572","3061","57289","4550","64292","14984","71904","6253","35886","1804","23549","1886","29755","2759","34905","3063","44668","3239","57639","4610",
"310M700US17660","Coeur d'Alene, ID Metro Area","49186","1534","30171","5852","40143","3308","45986","1666","63075","2276","80110","4391","59742","2713","34828","6940","48636","2588","58886","4859","75931","7584","87415","6932","39595","2251","24491","10571","31694","1784","35515","1487","51485","2931","72967","5526",
"310M700US17780","College Station-Bryan, TX Metro Area","48359","838","29581","4673","37884","1775","42714","1619","60340","1844","70903","3034","56618","2725","37536","2695","47190","3261","51364","3375","71029","4107","82778","12689","40705","1390","19959","5066","31048","1754","36224","1564","52722","1438","61648","4273",
"310M700US17820","Colorado Springs, CO Metro Area","55567","831","37089","1809","42331","1166","48518","991","66514","1729","89935","3251","65364","832","42947","2896","49441","1077","58500","1701","82360","2345","116612","4905","44999","963","28430","3561","32902","2214","40435","1298","52677","2113","69375","2835",
"310M700US17860","Columbia, MO Metro Area","51241","1111","41150","5314","40191","1605","45153","2262","56870","2410","70985","3345","58918","1650","52717","9104","46435","3158","50240","2955","68582","4651","78448","3231","45527","1389","29375","5574","32423","2038","39927","1964","46238","1913","65412","3188",
"310M700US17900","Columbia, SC Metro Area","48251","679","30368","1385","35931","910","43264","1117","60369","1264","72532","1643","55048","986","34301","2470","41918","1398","52415","1762","71684","2822","90419","4771","42573","736","22990","2205","31039","1241","37050","1145","51887","1514","64743","1756",
"310M700US17980","Columbus, GA-AL Metro Area","43439","1097","31973","3210","34785","1349","38372","1978","58121","2420","74311","4534","50279","1601","36362","4916","40427","2921","49956","2315","70493","6184","89131","6354","36871","1365","25051","3727","29409","1776","31855","1663","50595","2766","65441","4549",
"310M700US18020","Columbus, IN Metro Area","53426","2458","34667","4308","37764","2992","49361","3863","73097","3636","100962","10030","66493","4079","38316","6600","48803","2628","66073","5154","91843","4251","121435","8802","40332","1786","18631","14202","26949","5926","36596","1552","58793","5016","73540","9024",
"310M700US18140","Columbus, OH Metro Area","55777","476","31739","954","40962","498","48759","538","72668","794","89289","1759","61947","492","36103","1440","46673","809","55992","1191","85573","1191","103113","2112","49437","572","26101","1442","34466","918","41835","770","63179","1422","80860","1266",
"310M700US18580","Corpus Christi, TX Metro Area","45081","1195","27129","2131","36384","924","45506","1751","62329","1332","79287","3694","53909","1693","32688","3623","45197","1942","58077","3472","73210","4048","97852","12051","36712","932","22799","1380","27581","1888","37059","1561","55200","3304","69830","3985",
"310M700US18700","Corvallis, OR Metro Area","51681","2035","35350","10913","35383","5544","39852","3907","51808","4173","82810","5894","62339","3468","40196","8387","40702","5415","49271","8626","65531","9657","99968","8203","42495","2078","29236","6404","24590","7611","33224","3560","41548","4595","67632","5228",
"310M700US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","49476","1336","26250","2193","37543","1869","47351","2497","63392","2712","85927","5381","58031","2061","30494","4253","43839","2758","56542","2995","77248","6793","114388","7155","40567","1265","23000","3780","30395","1645","37799","2472","50811","3684","61948","8377",
"310M700US19100","Dallas-Fort Worth-Arlington, TX Metro Area","56468","320","33674","493","40437","343","50292","421","75177","557","94942","1019","64249","544","39156","734","46929","640","60444","480","92499","1109","119760","1374","48115","337","24261","465","32914","577","42404","432","63958","552","77061","859",
"310M700US19140","Dalton, GA Metro Area","42037","1356","35383","1504","37710","1851","45237","3308","54145","2676","66799","2625","48437","2088","38013","1116","44649","3966","60376","2702","69125","8906","84063","14592","35426","2017","30737","1436","33273","1215","34196","5565","48696","6042","61382","10517",
"310M700US19300","Daphne-Fairhope-Foley, AL Metro Area","50280","1510","35339","3524","41214","2262","43700","2501","66858","5739","76200","10469","62488","1960","39481","2767","50406","4772","60180","4388","83905","8186","113164","14875","40125","1717","26341","5928","33248","4329","34008","1229","51540","3278","65704","2508",
"310M700US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","50527","635","33408","3931","40217","1329","45267","902","65983","1425","83119","3565","60395","901","38118","3863","50535","1384","55579","1985","80507","2678","103623","4482","41544","765","27665","2985","29160","2016","38438","1283","54864","1623","74020","2938",
"310M700US19430","Dayton-Kettering-Beavercreek, OH Metro Area","50847","604","32488","2055","40238","995","45615","1013","66469","1611","88867","1981","60049","936","38904","3134","46404","1282","55060","1370","81150","2374","103637","2759","43002","793","22858","2764","31091","896","38621","1203","53662","2121","77099","2372",
"310M700US19460","Decatur, AL Metro Area","46969","1394","33010","3297","38383","2404","45804","2872","66594","6380","75081","5684","55490","3071","36534","3375","48173","2900","61169","3078","92538","6059","91903","10415","37499","1365","25667","4719","29005","3507","35575","1338","55095","3521","63667","5098",
"310M700US19500","Decatur, IL Metro Area","47792","1592","25647","4065","39423","3210","45895","2789","64284","4129","78040","6112","55705","2345","35373","10201","48922","3106","56203","6666","74483","5883","98858","16037","40680","2537","23816","2200","30962","3348","39278","3420","55237","5710","71277","9145",
"310M700US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","45583","825","31650","2055","37703","1141","43882","1206","56435","1820","66441","2364","50584","858","36532","2159","43575","1627","50697","1855","70055","4510","80294","4271","40560","922","24215","3560","31234","1131","38863","1206","51109","2025","61358","1994",
"310M700US19740","Denver-Aurora-Centennial, CO Metro Area","65307","426","38140","1104","46434","652","53472","692","80908","783","97355","1097","74032","561","46156","1265","51937","928","62069","750","96034","1052","119804","1648","56874","560","29748","1016","39458","812","46091","684","67980","1125","83316","841",
"310M700US19780","Des Moines-West Des Moines, IA Metro Area","56930","806","32331","1434","42313","930","52012","939","70899","1473","88211","2490","65350","937","38092","2854","48816","1333","61620","1130","85906","2058","108023","4454","49556","781","27839","1663","33934","1682","43183","1325","60780","1013","75862","2484",
"310M700US19820","Detroit-Warren-Dearborn, MI Metro Area","53406","340","31321","671","38132","507","46532","360","72440","648","92686","976","63957","709","35516","935","46235","638","57631","799","91262","935","116565","1691","44121","399","24985","891","30580","497","38258","538","58163","851","76499","992",
