"GEO_ID","NAME","B20004_001E","B20004_001M","B20004_002E","B20004_002M","B20004_003E","B20004_003M","B20004_004E","B20004_004M","B20004_005E","B20004_005M","B20004_006E","B20004_006M","B20004_007E","B20004_007M","B20004_008E","B20004_008M","B20004_009E","B20004_009M","B20004_010E","B20004_010M","B20004_011E","B20004_011M","B20004_012E","B20004_012M","B20004_013E","B20004_013M","B20004_014E","B20004_014M","B20004_015E","B20004_015M","B20004_016E","B20004_016M","B20004_017E","B20004_017M","B20004_018E","B20004_018M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than high school graduate","Margin of Error!!Total:!!Less than high school graduate","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college or associate's degree","Margin of Error!!Total:!!Some college or associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Less than high school graduate","Margin of Error!!Total:!!Male:!!Less than high school graduate","Estimate!!Total:!!Male:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Male:!!High school graduate (includes equivalency)","Estimate!!Total:!!Male:!!Some college or associate's degree","Margin of Error!!Total:!!Male:!!Some college or associate's degree","Estimate!!Total:!!Male:!!Bachelor's degree","Margin of Error!!Total:!!Male:!!Bachelor's degree","Estimate!!Total:!!Male:!!Graduate or professional degree","Margin of Error!!Total:!!Male:!!Graduate or professional degree","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Less than high school graduate","Margin of Error!!Total:!!Female:!!Less than high school graduate","Estimate!!Total:!!Female:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Female:!!High school graduate (includes equivalency)","Estimate!!Total:!!Female:!!Some college or associate's degree","Margin of Error!!Total:!!Female:!!Some college or associate's degree","Estimate!!Total:!!Female:!!Bachelor's degree","Margin of Error!!Total:!!Female:!!Bachelor's degree","Estimate!!Total:!!Female:!!Graduate or professional degree","Margin of Error!!Total:!!Female:!!Graduate or professional degree",
"310M700US42100","Santa Cruz-Watsonville, CA Metro Area","61017","1241","31497","1987","41725","2283","53866","3035","82243","3205","101290","4274","71570","2760","38449","3136","49279","4706","68226","7226","98705","5057","124069","4720","51108","1777","23219","2972","34028","3826","42910","2601","69479","4116","84557","6029",
"310M700US42140","Santa Fe, NM Metro Area","47443","2067","27899","3587","35944","2056","42901","2572","54452","3861","81412","4224","53244","2983","37038","3058","39177","3836","50664","2964","64426","7826","102233","7553","40996","2247","20219","4480","32473","3267","37276","3710","47763","4829","70930","3568",
"310M700US42200","Santa Maria-Santa Barbara, CA Metro Area","52357","1015","31479","876","40584","1622","49872","1701","78052","3961","98334","3203","59391","1661","35887","1079","45084","3146","60561","2279","90634","4777","120483","5717","44608","1508","24258","931","34366","2354","40868","1940","70324","2634","85335","3663",
"310M700US42220","Santa Rosa-Petaluma, CA Metro Area","59929","905","38865","1442","47008","1467","55532","2336","80301","2720","95166","3606","64997","1666","43006","1393","51796","1839","67364","3614","92128","4042","115272","8695","53541","1396","31656","2905","38817","3381","46127","1665","71847","2379","83237","4345",
"310M700US42340","Savannah, GA Metro Area","48502","951","31816","1950","37290","1223","44751","1790","61147","1610","71503","4033","55531","1544","35534","1368","42622","1926","56099","1948","74711","5483","91485","5142","41815","1087","26404","3030","31226","1430","36996","1126","52997","2024","64248","3127",
"310M700US42540","Scranton--Wilkes-Barre, PA Metro Area","47313","621","31874","2901","39571","1001","43700","1205","61035","1043","77648","2461","54230","750","35997","3354","47882","1504","52248","1526","70854","2324","88048","3146","40137","622","26673","2666","31154","877","36963","953","52561","2484","72004","2481",
"310M700US42660","Seattle-Tacoma-Bellevue, WA Metro Area","72347","435","41292","750","49183","545","58321","627","90580","777","120878","767","84629","714","46207","1273","56333","1063","68564","1101","109321","1334","150084","2564","60423","431","32146","1630","40882","578","48812","566","73253","742","97710","1507",
"310M700US42680","Sebastian-Vero Beach-West Vero Corridor, FL Metro Area","45150","1817","36684","4794","36852","2246","41623","1509","58838","2469","70079","5351","50577","2319","38971","2046","43517","5163","49297","4541","65276","7868","79244","15571","40398","1707","21101","7470","31418","1790","36915","2723","54597","3328","59668","6982",
"310M700US42700","Sebring, FL Metro Area","39867","1478","33072","4408","36085","1336","37391","3613","51832","4256","59114","3940","43686","2162","41154","5481","39069","3896","43705","4075","58924","9203","55552","13178","34770","1894","22240","3940","32189","2810","32427","1903","46284","7094","60621","3742",
"310M700US43100","Sheboygan, WI Metro Area","51557","945","39875","13279","42881","1446","50237","1595","64501","3738","79957","3435","59524","1531","48805","3762","50065","2208","61235","1529","75741","7134","90000","8712","43350","1321","27598","9697","34087","2138","40796","1615","57565","4794","75208","6956",
"310M700US43300","Sherman-Denison, TX Metro Area","47415","1690","35477","2780","39622","3556","47292","2653","66574","5721","77293","5791","57298","2344","37551","4281","47439","4337","57148","2513","86537","6458","110641","13165","40541","1681","26150","4353","32021","3018","39956","2605","52299","4915","65195","4539",
"310M700US43340","Shreveport-Bossier City, LA Metro Area","43212","1308","26137","1775","33900","1309","39556","2053","58537","2777","66252","2939","52341","1452","33634","3595","41167","1922","50977","2534","72002","5646","88120","4499","35607","1040","19701","2986","25780","1563","31863","1287","52153","2463","61309","1433",
"310M700US43420","Sierra Vista-Douglas, AZ Metro Area","42486","1915","25690","2297","31594","2089","41357","2901","61020","5511","74258","6818","50379","3802","28341","5005","35625","3004","49725","5173","69006","6272","86463","6957","34666","2741","21185","3714","26913","1809","34375","3222","46275","4503","60739","4334",
"310M700US43580","Sioux City, IA-NE-SD Metro Area","49431","1150","41299","1267","41118","1922","47161","1897","61568","2795","85007","5129","55587","2217","44882","4096","47738","3402","57427","3176","77083","8594","94592","10721","41936","1037","36160","6490","31532","1482","37271","1389","53035","3899","81578","7512",
"310M700US43620","Sioux Falls, SD-MN Metro Area","53114","820","36282","1861","43409","1412","50357","831","63342","1558","71751","3936","60394","1025","43137","2975","49921","1712","58249","2004","73974","1796","91390","9421","46677","1290","27139","6916","37269","1339","41581","1382","54852","1517","65135","2314",
"310M700US43640","Slidell-Mandeville-Covington, LA Metro Area","54190","1448","33829","3851","37264","3824","48412","1878","65954","2127","78866","4607","67203","3143","41402","7703","51293","2613","61367","3668","91280","4832","108125","8507","44307","1771","24180","4681","27953","1720","38673","2486","53538","3400","65804","5000",
"310M700US43780","South Bend-Mishawaka, IN-MI Metro Area","47456","686","31928","2515","39048","1818","45395","1215","57439","2693","72547","4363","55498","1179","36047","2054","48216","1195","57521","3238","71541","4451","87569","8122","39723","906","26430","2084","30618","1084","37636","1320","48676","1574","62110","5863",
"310M700US43900","Spartanburg, SC Metro Area","45686","1103","28047","2275","40652","1393","42535","1392","60120","2101","71027","3025","52943","1364","33351","2759","46134","1742","53677","1932","72002","2630","87123","7847","38824","1658","17818","2810","33035","2132","35441","1553","49152","1628","63281","2539",
"310M700US44060","Spokane-Spokane Valley, WA Metro Area","51277","680","34824","2200","41459","946","46338","1169","65888","1777","86875","2846","59303","958","41333","3154","47273","2178","54925","1526","75413","2674","99288","3793","44206","723","27866","5221","35075","1271","40795","942","54176","2294","76013","3861",
"310M700US44100","Springfield, IL Metro Area","54935","1181","31067","3985","39677","1787","49106","1888","66828","2774","82326","2926","60051","1329","35451","3586","45176","2580","56735","2395","76261","3773","88803","4852","49208","1482","25454","4586","34688","1835","43482","1879","60979","2825","77572","4179",
"310M700US44140","Springfield, MA Metro Area","52480","1026","35614","2249","43032","1384","49134","1473","67373","2846","82890","2176","60028","1191","38707","2338","51186","1234","58938","3607","80860","2851","100096","7906","46354","1120","30979","3045","34909","1428","42341","1752","57429","2854","77082","2709",
"310M700US44180","Springfield, MO Metro Area","45636","725","31694","1729","37682","1019","41678","720","55344","2160","66664","2589","52498","1153","41068","3882","44221","2739","49796","1580","66030","2347","82381","4871","39356","817","21853","2921","29937","1378","35267","812","47177","1517","59752","2406",
"310M700US44220","Springfield, OH Metro Area","47046","1241","30609","4218","41948","1448","45627","1785","60740","2395","78972","7066","54673","2062","35369","4551","50415","3950","57083","4655","67891","6937","101216","7754","40770","1397","24028","5924","33243","1995","37498","2781","55159","2678","70522","4227",
"310M700US44300","State College, PA Metro Area","51904","1492","35024","6443","38079","1885","44321","1989","57111","2736","79728","5103","59453","2560","38582","3312","41874","1444","52981","5594","70791","3860","98266","4013","44541","1532","23420","4359","32755","2436","41391","2690","49212","2891","66950","3462",
"310M700US44420","Staunton-Stuarts Draft, VA Metro Area","47576","1402","28355","4152","41813","1141","45055","2332","57610","2849","64389","3285","52079","1713","32378","3289","48165","1849","52839","3857","65739","3970","73348","7362","42236","1321","14246","9806","34360","2160","40805","3815","51515","2433","61504","3313",
"310M700US44700","Stockton-Lodi, CA Metro Area","52068","767","35114","1090","44672","1031","54214","1441","76792","3416","96140","3330","60474","903","39363","1835","52233","1179","66422","2873","90690","3511","121582","7105","43026","969","26425","1296","35506","1171","42833","1704","65277","3666","86703","3722",
"310M700US44940","Sumter, SC Metro Area","43956","1264","28738","5282","36094","1574","44063","2445","50890","3964","74418","13339","51973","2099","29502","5315","45630","6408","53436","2124","59854","5077","93777","11953","38211","1927","26595","10871","29159","2544","36767","2508","44331","970","62325","7598",
"310M700US45060","Syracuse, NY Metro Area","52782","758","31445","1321","40088","1205","47634","1077","65330","1758","81081","1590","59264","939","35877","1506","45819","1713","55152","1333","76854","3172","97308","2938","46744","1067","24988","2405","31884","1162","41109","1056","56096","1619","74261","1319",
"310M700US45220","Tallahassee, FL Metro Area","48888","781","32477","3646","35232","1439","44339","1564","57004","1890","69045","3265","52919","1247","36453","2591","39295","2933","49650","1905","61999","1858","75654","6307","45005","1370","24409","3518","31112","1301","40483","1442","51634","1788","66042","2972",
"310M700US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","49997","313","31261","738","37158","386","46127","598","64880","1115","82339","1460","55478","570","35344","1044","42357","760","52428","832","78424","1948","104502","2344","44592","518","25161","1054","32384","601","40778","661","55317","903","71084","1295",
"310M700US45460","Terre Haute, IN Metro Area","43375","1090","22160","4776","35050","1627","44021","1453","54337","2165","71058","7155","49893","1326","24125","8888","40704","2225","53542","2606","71399","5215","78247","8585","36559","1050","21565","3089","29925","2737","32220","2237","47090","1631","67557","7624",
"310M700US45500","Texarkana, TX-AR Metro Area","43323","1417","26286","4667","38223","1988","41127","2130","56061","2958","70895","8221","51164","2190","33734","4537","47894","2674","50507","2471","69477","7232","93750","16881","37265","1320","20502","2097","28448","1565","37127","1678","48982","2014","64206","5243",
"310M700US45780","Toledo, OH Metro Area","48425","684","27795","3111","38307","1267","43939","1198","61702","1292","79232","1784","57200","1444","33007","1597","46947","1526","55917","2479","73763","2545","96373","3323","40875","793","21316","2514","31456","947","35848","1066","53569","2173","70522","1774",
"310M700US45820","Topeka, KS Metro Area","50384","712","32054","1481","40322","1317","48029","879","61140","1795","72029","1848","55817","1553","41434","5374","47325","2406","56942","2979","68031","5341","80440","6359","45052","1045","19986","4250","32085","1742","41303","1806","54557","1942","67783","3965",
"310M700US45900","Traverse City, MI Metro Area","47675","1235","31430","2723","38426","1528","42177","1593","61361","1636","71959","5381","54914","1642","36233","2381","44395","1841","50565","1763","72409","4816","83170","6573","40990","1294","24910","3774","32182","2244","37143","1183","51977","4257","64519","3640",
"310M700US45940","Trenton-Princeton, NJ Metro Area","60967","1209","34368","2903","39490","1100","50171","1699","77459","2992","110346","3614","69384","2442","36350","1943","42437","2432","58775","4208","94168","4278","129476","9296","53741","2065","31077","1311","36740","2038","43314","2702","68990","4287","98374","3889",
"310M700US46060","Tucson, AZ Metro Area","46832","604","30638","1257","36733","659","41784","652","58412","1334","77730","2515","52720","1046","34141","1891","41229","1661","48109","1349","73406","2230","99202","4385","41334","627","25655","2307","32009","1316","36890","720","50144","1257","65981","1763",
"310M700US46140","Tulsa, OK Metro Area","48062","322","32603","848","38738","649","45040","638","60902","730","77914","1719","55994","628","37168","884","46795","781","54909","997","76022","1838","97474","3634","40642","418","24120","1382","30842","606","37331","535","51328","814","65459","1738",
"310M700US46220","Tuscaloosa, AL Metro Area","47321","1102","32930","3889","37179","1347","45709","1352","59951","4038","66330","2738","54965","1726","40640","4286","47911","2913","53567","2137","71492","3479","87475","7152","39389","1674","16314","4180","29293","2408","37079","1382","50273","2886","61061","1246",
"310M700US46300","Twin Falls, ID Metro Area","42816","1964","37062","4183","37394","2821","41683","1918","52662","4206","62153","7993","52804","1981","47645","3741","46254","3018","53851","2254","63892","8333","79485","30511","31856","1852","21456","5694","29873","3989","27371","2002","46409","4950","60075","9920",
"310M700US46340","Tyler, TX Metro Area","45020","1650","30492","1726","35728","2107","40909","1694","61947","1249","75266","5640","51842","1461","34801","3604","43002","4038","48510","3233","76875","4882","92144","12690","38906","1877","25535","2356","29837","2057","35822","2860","54428","2942","66611","4379",
"310M700US46520","Urban Honolulu, HI Metro Area","56409","686","31753","2263","43160","853","51279","866","66654","1298","89405","2056","64441","1104","36579","3035","49206","1117","61275","917","78093","1909","104069","2672","48751","695","26791","1806","36079","918","43044","981","57870","1537","78954","3061",
"310M700US46540","Utica-Rome, NY Metro Area","49869","884","32114","2133","38631","1856","46883","1810","63349","2049","76876","1991","54643","1373","34007","3616","45457","2143","53651","1756","69763","3209","81795","6490","44667","1173","29975","2723","30483","1440","41739","1195","58243","1488","73901","3901",
"310M700US46660","Valdosta, GA Metro Area","43638","1503","29669","2637","35601","2021","41997","1918","55976","3439","68802","2974","52507","2480","31653","3570","43738","3231","51480","2597","63636","9947","83804","7438","36102","1529","21438","3700","27671","1995","31614","2088","48505","2176","60475","4457",
"310M700US46700","Vallejo, CA Metro Area","59143","1278","36573","2369","46132","1851","57667","1920","78970","3371","101345","4623","65907","1866","45536","3113","53640","3291","68203","2750","92364","5988","104578","5355","51097","1320","25469","2325","37938","2808","46984","2495","72106","3420","95102","6091",
"310M700US47020","Victoria, TX Metro Area","43508","1869","33635","1959","34929","2981","45071","4127","58585","3930","64464","7939","54369","3246","38992","8613","42087","4537","62297","3564","71718","3759","88399","19058","34075","1664","22163","6287","26620","4125","34527","3242","46589","7091","59580","5594",
"310M700US47220","Vineland, NJ Metro Area","42794","1623","33451","2169","35955","1708","47132","1880","61318","2721","73105","12410","44968","2078","37060","3801","40851","3755","51189","3443","62236","8593","66356","15239","39707","2224","28907","2187","31017","1584","45196","2947","59342","9431","77729","11316",
"310M700US47260","Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area","53475","495","31126","1285","41635","735","48796","576","65018","958","85239","1576","61955","496","36304","1416","49231","939","58793","1344","81296","1875","105975","2008","45054","739","25239","1337","32176","719","39449","930","54984","1383","72531","1490",
"310M700US47300","Visalia, CA Metro Area","41503","742","28751","2065","37477","1331","45160","1979","69550","3775","96518","4804","47574","1247","34422","1455","43931","2305","56352","2029","78538","5847","104962","6329","35102","813","19666","1503","30674","887","36684","975","62078","3364","90653","5846",
"310M700US47380","Waco, TX Metro Area","46107","1181","29678","1666","36305","1546","44461","1423","62319","2022","82923","5872","54258","1878","35600","1840","46133","2484","53954","3921","74000","4925","101736","6306","38137","1858","21056","2568","28406","1729","37245","1702","53672","3203","70768","3112",
"310M700US47460","Walla Walla, WA Metro Area","50479","1507","37857","6859","43946","3834","44700","3725","72011","7852","82486","6356","57372","3724","41379","5902","53478","5970","51331","5008","81812","8272","97212","15455","43059","3261","35154","20495","31839","5603","38945","4318","61600","14649","72027","5583",
"310M700US47580","Warner Robins, GA Metro Area","51345","1083","32272","6977","38585","3635","48922","3345","62173","7201","78523","4427","60528","1641","38215","7717","44868","3338","59463","2443","82128","5145","82793","8765","43650","1665","29478","2265","30669","3933","39717","2938","51349","4479","71397","5332",
"310M700US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","76367","511","36251","560","43760","533","55883","602","90597","640","120292","506","85380","642","43046","849","50238","750","64808","1285","105526","1476","142352","1160","67840","622","26456","589","36730","567","48303","662","77306","817","103804","668",
"310M700US47930","Waterbury-Shelton, CT Metro Area","58850","1512","32100","2696","45245","1784","52505","1706","72363","2352","91079","2756","65587","1513","36846","4350","54429","2914","64356","3397","81352","3259","102980","4759","50937","1741","24623","3321","35322","2216","44159","1688","63530","3209","83592","4848",
"310M700US47940","Waterloo-Cedar Falls, IA Metro Area","49767","786","35695","4476","41025","1262","45892","1319","60639","1183","76530","2568","58267","1529","38284","4635","49222","2535","56711","2288","76486","3900","88627","4225","41701","1007","29511","6525","30357","1848","38377","2151","52626","2324","72021","2374",
"310M700US48060","Watertown-Fort Drum, NY Metro Area","46558","1674","31700","4859","38525","1412","44288","2530","59933","3477","77285","4705","52543","2465","35297","6661","44492","2309","53958","4123","65076","8495","93545","7402","38877","1745","27417","9915","29337","3537","35968","2005","47692","8372","70455","3727",
"310M700US48140","Wausau, WI Metro Area","51449","678","42699","4161","42875","1640","49915","1257","62021","1824","74903","2900","59150","1170","50000","3985","49753","1835","60206","1573","73032","2516","88262","10060","44662","1252","27051","6648","33589","2218","42196","1384","55094","3031","69611","3178",
"310M700US48260","Weirton-Steubenville, WV-OH Metro Area","43904","1358","30550","3141","36348","1579","43532","2708","53301","2151","65797","5838","52125","1556","35476","4916","47823","2494","55220","4051","60036","7713","70963","5044","34945","1399","20577","8175","24917","1682","34997","2752","48077","3673","61546","8868",
"310M700US48300","Wenatchee-East Wenatchee, WA Metro Area","47475","1417","34752","2206","41496","1699","47894","2363","68992","4764","100400","3164","55472","3749","38835","1824","49648","2960","58352","8124","87479","9737","105521","7573","41065","1448","26421","1987","33705","3300","41914","3034","51637","5786","88266","9829",
"310M700US48540","Wheeling, WV-OH Metro Area","40827","941","19907","7574","31408","1159","39331","1909","54498","2581","68962","3605","47357","1920","22545","8719","37625","3485","49133","2471","66032","3652","75893","5287","34141","1622","18939","6619","25037","3230","32452","2633","44226","2866","64238","3607",
"310M700US48620","Wichita, KS Metro Area","48375","595","33883","1646","37207","1322","44946","887","61284","1140","71371","1495","57118","883","40338","1872","47025","2312","54256","1030","78384","3266","88259","4474","39655","903","23979","2797","29824","1253","36480","1238","50372","1479","62333","2165",
"310M700US48660","Wichita Falls, TX Metro Area","45921","1613","24436","2221","39647","2722","45215","2269","60635","2797","77955","4995","54519","2040","31052","2550","48188","2756","54046","3828","69800","8246","103493","9962","39351","2034","20455","2115","31188","1882","40372","1749","53264","3467","59869","6009",
"310M700US48680","Wildwood-The Villages, FL Metro Area","38721","3599","33185","3431","32256","2152","39575","4933","53444","7952","39470","17669","44952","4456","33115","2450","37388","7135","52756","5405","77143","29747","42339","13310","32309","2434","35550","18618","26729","2373","35634","2603","41443","7966","-","**",
"310M700US48700","Williamsport, PA Metro Area","45652","1119","32972","3611","36319","1264","43578","2366","56133","2738","78894","5669","53731","1686","37500","7202","45719","3123","53493","3785","71131","5465","88317","7186","37804","1223","18939","6570","27318","3432","36264","1611","48546","4263","73686","3632",
"310M700US48900","Wilmington, NC Metro Area","49200","847","27644","2897","38230","2095","44229","1218","59922","2015","75533","2441","57282","1591","31211","2271","44593","3642","51708","1958","75725","5641","94602","7851","43763","904","18061","2471","31454","1732","38758","1778","49827","1647","69333","3634",
"310M700US49020","Winchester, VA-WV Metro Area","54346","2272","39706","6296","45850","2487","49595","3763","70599","4669","81476","6676","61631","2378","45519","2991","54585","3926","63556","5381","91343","6759","94707","16862","43617","2267","26289","10266","35327","2729","38283","3113","57717","6688","75177","5547",
"310M700US49180","Winston-Salem, NC Metro Area","46675","774","30998","1196","37905","1304","42683","862","59435","2087","79110","2642","52606","1089","35077","2991","44085","1837","50157","1236","70348","3091","96735","6975","41027","785","25081","3557","31747","1113","36940","820","50934","1565","69499","2718",
"310M700US49340","Worcester, MA Metro Area","61783","583","40157","2420","46734","909","54175","1024","75301","1541","95279","1689","71974","1090","47829","2372","54077","1617","65178","2128","90974","2395","117453","4664","53201","908","29566","2616","35482","1353","47089","1291","62461","1654","84591","2250",
"310M700US49420","Yakima, WA Metro Area","42561","925","33302","978","40037","1356","43566","1951","65970","8279","93469","6262","49068","1209","37379","1722","45996","2332","57098","3616","77173","5305","113136","11004","36403","771","25631","1658","33174","1580","36104","1908","57208","4781","81140","4392",
"310M700US49620","York-Hanover, PA Metro Area","53177","779","36683","2072","43223","1358","52184","1156","70264","2259","84879","2181","62460","1240","44180","3944","52213","1239","66501","2515","82267","3382","103080","3083","44463","1187","27777","3418","33672","1244","42605","1252","59604","3649","76896","3798",
"310M700US49660","Youngstown-Warren, OH Metro Area","42867","880","28096","4264","35524","879","40651","1107","58437","1999","71752","2943","51696","1009","35210","3614","45299","1695","50593","1871","66726","2727","82111","3855","35246","814","17816","3274","27860","1432","32437","1349","49462","2012","66051","4041",
"310M700US49700","Yuba City, CA Metro Area","48953","1221","34836","1912","41496","1524","48608","1524","69355","6409","91451","10880","57706","2249","43295","6420","52529","4580","58157","2784","83705","13511","93893","17117","41150","1912","26862","3912","35890","2058","40168","3887","57857","5460","86681","13890",
"310M700US49740","Yuma, AZ Metro Area","41646","1201","31067","1352","36915","2158","43008","2116","60997","4502","70730","3582","48319","1859","36658","2627","43806","2842","51894","2977","71530","7202","90136","16078","34040","2345","23887","1534","29083","2011","34241","3076","50188","3896","60650","7234",
