"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"310M700US10180","Abilene, TX Metro Area","77151","1902","2968","404","13936","1025","17577","1354","16367","1074","12197","1030","3497","525","4201","489","589","178","932","329","1883","379","1506","331","1498","327",
"310M700US10380","Aguadilla, PR Metro Area","72233","2148","2973","590","9036","1007","9512","871","12831","1029","10915","1065","5492","714","6354","780","3597","653","1791","405","4604","679","2960","604","2168","412",
"310M700US10420","Akron, OH Metro Area","293676","3352","7405","723","30825","1697","45517","1845","49907","1793","44496","1599","25267","1381","35051","1394","12078","892","11213","797","19832","1191","7388","633","4697","564",
"310M700US10500","Albany, GA Metro Area","54645","1203","2191","484","5849","563","9205","860","11933","892","8806","777","2581","404","5819","648","1037","268","1161","323","3154","517","1690","340","1219","360",
"310M700US10540","Albany, OR Metro Area","51401","1283","2936","499","6763","909","7301","746","5886","610","5425","561","4920","602","6812","648","1701","369","1902","407","3914","454","2056","349","1785","461",
"310M700US10580","Albany-Schenectady-Troy, NY Metro Area","377846","3733","10069","827","36319","1538","57433","1953","65458","2467","62436","1910","32899","1279","48549","1489","12180","804","13834","1007","21790","1016","10457","785","6422","741",
"310M700US10740","Albuquerque, NM Metro Area","363427","3968","8179","890","32647","1644","49274","2462","63791","2274","62961","2563","28256","1566","53147","2229","9899","935","11648","1006","21264","1327","14057","969","8304","922",
"310M700US10780","Alexandria, LA Metro Area","58647","1489","2248","513","7897","973","11644","984","11531","915","8569","863","3304","520","5660","562","1055","244","816","227","2277","382","1399","356","2247","424",
"310M700US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","368081","3209","11066","883","33438","1577","46730","1773","58230","1752","58232","1979","27283","1439","45391","2015","12259","862","12657","921","25566","1275","22488","1216","14741","1164",
"310M700US11020","Altoona, PA Metro Area","51021","920","2930","414","8423","633","9390","727","8834","598","7025","594","3099","417","4339","495","1139","238","1255","280","2639","334","881","180","1067","221",
"310M700US11100","Amarillo, TX Metro Area","119332","1710","4172","597","14166","1006","23768","1294","31330","1494","17477","989","5077","678","10282","875","1507","327","1383","319","3440","478","4166","636","2564","360",
"310M700US11180","Ames, IA Metro Area","59647","1175","3273","431","11813","804","12540","774","10130","816","6065","573","3222","458","4604","507","1371","264","2140","409","2718","391","1034","233","737","185",
"310M700US11200","Amherst Town-Northampton, MA Metro Area","65350","1414","2294","288","8174","860","9928","771","9377","1006","9056","807","5524","770","8978","756","2462","531","2689","395","4137","513","1598","305","1133","262",
"310M700US11260","Anchorage, AK Metro Area","175915","2289","5335","661","20328","1619","34298","1550","37670","1680","28295","1437","9052","917","14848","970","2672","511","2980","448","8442","742","7433","573","4562","456",
"310M700US11460","Ann Arbor, MI Metro Area","141402","1811","3307","440","12225","950","20243","1118","27522","1368","24841","1298","11399","826","16801","1051","4413","600","4541","423","9116","734","4932","503","2062","355",
"310M700US11500","Anniston-Oxford, AL Metro Area","46027","1301","1375","330","4942","682","5997","719","8880","967","6753","705","2808","465","6269","610","1383","298","1165","292","2950","444","2165","436","1340","330",
"310M700US11540","Appleton, WI Metro Area","114254","1503","4678","463","14931","889","20820","1176","21601","1033","18948","990","7749","653","11689","749","3542","473","2509","344","3755","393","2011","296","2021","276",
"310M700US11640","Arecibo, PR Metro Area","55492","1607","1114","321","2528","487","5879","802","7435","815","16187","1298","4173","591","7597","919","1452","392","2063","379","2046","450","2427","520","2591","525",
"310M700US11700","Asheville, NC Metro Area","162962","3017","3659","509","14609","1074","23668","1344","32382","1597","35663","2369","11442","940","19662","1433","3973","543","4243","577","6801","667","5034","782","1826","399",
"310M700US12020","Athens-Clarke County, GA Metro Area","92238","1710","2344","456","10101","1004","15264","1262","19864","1027","14530","1166","5873","679","8354","844","2161","394","2487","449","4537","595","3982","626","2741","477",
"310M700US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area","2464155","12600","42123","2363","140819","3539","244665","5239","318080","6087","329088","5902","169185","4381","395401","6050","104577","2892","127854","3537","294851","5598","219618","4886","77894","2708",
"310M700US12100","Atlantic City-Hammonton, NJ Metro Area","153787","2409","4916","656","17321","1250","22910","1429","25045","1267","25842","1488","11886","1021","19212","1268","3523","435","4292","623","7823","767","6485","622","4532","534",
"310M700US12220","Auburn-Opelika, AL Metro Area","82897","2083","1874","401","9403","852","14945","1175","15935","969","11927","1114","5623","750","10441","949","2044","441","2076","406","4820","649","2443","335","1366","307",
"310M700US12260","Augusta-Richmond County, GA-SC Metro Area","252398","3593","5811","763","23278","1570","35648","1790","44076","2040","41381","2292","21590","1541","35543","2059","7712","903","6866","754","18258","1201","8569","923","3666","559",
"310M700US12420","Austin-Round Rock-San Marcos, TX Metro Area","963018","7015","20488","1636","69320","2437","116592","3714","147603","4194","139229","3641","68387","3006","152612","4151","37768","2027","43877","2682","92840","3364","55941","2573","18361","1251",
"310M700US12540","Bakersfield-Delano, CA Metro Area","329952","3554","7832","896","31871","1700","49410","1898","67533","2314","59446","2614","23419","1527","39500","1865","5544","548","7799","816","13677","995","12183","973","11738","1090",
"310M700US12580","Baltimore-Columbia-Towson, MD Metro Area","1175726","6550","21423","1428","77899","2569","125093","3481","162816","3584","171386","4036","86432","2369","184778","4187","44348","1984","57759","2136","122384","3239","84470","2426","36938","2023",
"310M700US12620","Bangor, ME Metro Area","65298","1422","3249","471","9332","687","11326","912","11152","795","8649","728","3831","533","6613","663","1504","268","1969","308","3508","482","2572","398","1593","276",
"310M700US12700","Barnstable Town, MA Metro Area","92255","1826","3053","378","12927","944","16038","1136","14977","984","13436","1121","4888","702","9953","1003","2360","401","2925","434","3939","517","3650","504","4109","738",
"310M700US12940","Baton Rouge, LA Metro Area","363080","3519","7701","774","28433","1920","46730","2405","55753","2114","51937","2084","26407","1664","58605","2504","10570","1065","13032","1206","33207","2038","20870","1584","9835","1071",
"310M700US12980","Battle Creek, MI Metro Area","53532","870","2480","383","7652","577","10652","716","9920","657","7281","679","2987","333","5549","549","1180","209","1214","219","2355","245","1314","271","948","214",
"310M700US13020","Bay City, MI Metro Area","43500","1022","1520","280","5728","682","7422","633","6989","758","5836","495","3629","449","5157","516","1598","274","1289","327","1914","390","1327","307","1091","233",
"310M700US13140","Beaumont-Port Arthur, TX Metro Area","157896","2015","4243","564","16567","1115","23139","1406","29027","1481","28001","1494","8836","941","23725","1426","3581","541","3192","458","8347","887","5654","780","3584","519",
"310M700US13220","Beckley, WV Metro Area","38134","1410","822","249","4945","659","5307","583","6469","625","6096","906","2126","533","4352","624","799","243","695","212","2564","519","2677","482","1282","288",
"310M700US13380","Bellingham, WA Metro Area","96772","2080","3861","670","12517","960","18472","1221","18792","1379","13395","1274","6825","776","10219","851","1964","389","1942","371","3921","562","2746","498","2118","364",
"310M700US13460","Bend, OR Metro Area","98159","2070","4579","659","16381","1144","18910","1450","16502","1041","11159","967","6347","933","10808","963","2744","492","1906","338","4624","641","2424","355","1775","462",
"310M700US13740","Billings, MT Metro Area","85941","1548","3758","625","12221","986","16684","1053","19969","1121","13174","1153","4901","662","7219","652","1073","252","1170","210","2123","314","1780","314","1869","324",
"310M700US13780","Binghamton, NY Metro Area","95556","1638","4504","639","12954","767","19869","1213","19185","883","13870","901","5694","625","7961","704","1695","326","2106","313","3405","399","2617","441","1696","292",
"310M700US13820","Birmingham, AL Metro Area","481528","4355","11267","1026","33019","1755","53872","2322","68748","2175","80331","2654","37561","2089","79714","2640","19623","1341","19227","1251","45281","2183","23648","1569","9237","1010",
"310M700US13900","Bismarck, ND Metro Area","64022","1172","2400","392","10156","769","16572","1165","15806","1098","8479","860","1971","377","3048","498","486","150","771","225","1450","298","1512","323","1371","328",
"310M700US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","75032","1444","3193","569","10710","779","14297","938","13820","903","9388","826","4403","522","7039","771","1696","294","2341","431","4691","699","2583","365","871","232",
"310M700US14010","Bloomington, IL Metro Area","70718","1318","3256","441","12084","993","17439","1014","15033","923","8298","631","2887","415","4386","533","1252","299","1080","251","2247","373","1722","363","1034","191",
"310M700US14020","Bloomington, IN Metro Area","67359","1513","2076","437","8796","699","13475","878","15161","1037","8995","659","3399","506","5374","649","1571","278","1505","314","2568","402","3045","517","1394","312",
"310M700US14260","Boise City, ID Metro Area","331575","3395","10711","945","33003","1633","47827","1865","59053","2251","57661","2112","25484","1528","45822","1718","10894","1088","9247","856","18888","1397","7648","857","5337","655",
"310M700US14460","Boston-Cambridge-Newton, MA-NH Metro Area","2082780","8037","43634","1593","151778","3284","223401","4511","257778","4548","265449","4166","139884","3740","314818","5169","82793","2285","113879","2636","229023","3875","196224","3906","64119","2296",
"310M700US14500","Boulder, CO Metro Area","120174","2389","3057","462","15855","1184","20817","1137","22007","1478","16704","1180","7556","731","14315","882","3111","497","2711","347","7630","673","4680","518","1731","459",
"310M700US14540","Bowling Green, KY Metro Area","80616","1767","3272","629","10310","911","13621","1171","16402","1202","13041","1100","4500","651","7493","755","2248","351","1766","342","3325","444","2750","561","1888","370",
"310M700US14580","Bozeman, MT Metro Area","59351","1290","3112","489","9437","886","12467","918","12468","1081","8938","925","3599","569","4048","523","477","187","613","197","1715","385","1772","397","705","207",
"310M700US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","111753","1601","2536","387","10695","910","16582","1251","18824","1418","15783","1118","8379","669","12687","901","2517","472","3332","513","7360","730","6249","578","6809","628",
"310M700US14860","Bridgeport-Stamford-Danbury, CT Metro Area","387621","4549","8741","883","32945","1669","53182","2387","56193","1880","50380","2056","22153","1449","46681","1958","10817","964","15627","1314","31571","1491","35275","1635","24056","1363",
"310M700US15180","Brownsville-Harlingen, TX Metro Area","156572","2082","4317","598","14852","992","29048","1769","30136","1500","32567","1619","9141","850","17713","1429","2559","473","3873","694","6584","688","3644","489","2138","466",
"310M700US15260","Brunswick-St. Simons, GA Metro Area","44875","1444","1285","288","5732","811","6491","767","7765","736","7375","728","3128","616","4642","577","1243","313","1206","318","3342","530","2107","354","559","223",
"310M700US15380","Buffalo-Cheektowaga, NY Metro Area","482067","3980","16252","1157","56851","1978","73660","2284","90380","2389","83383","2700","42913","1737","58300","2124","13338","814","11986","942","18526","1282","9818","785","6660","665",
"310M700US15500","Burlington, NC Metro Area","74015","1483","2200","447","6711","707","9632","764","12266","1069","9558","873","6188","793","8709","700","3417","464","3943","561","7359","965","2536","434","1496","342",
"310M700US15540","Burlington-South Burlington, VT Metro Area","101483","1592","3940","530","12047","838","15921","1045","15684","966","15642","1001","7624","549","12544","832","3611","454","4290","506","5537","562","3342","487","1301","260",
"310M700US15940","Canton-Massillon, OH Metro Area","166372","2183","6755","665","20283","1081","28092","1385","28768","1220","24773","1233","12515","919","17352","924","6046","430","4858","616","8445","659","5864","569","2621","363",
"310M700US15980","Cape Coral-Fort Myers, FL Metro Area","296607","3677","5369","712","18943","1494","31533","1759","39218","1831","43215","2168","20862","1188","49897","2148","12134","1126","15193","1295","31572","1551","20409","1625","8262","939",
"310M700US16020","Cape Girardeau, MO-IL Metro Area","43850","1157","2207","406","6978","687","7528","701","7454","716","6227","706","2481","428","4319","561","1282","340","1119","269","2051","303","1390","281","814","187",
"310M700US16180","Carson City, NV Metro Area","23715","691","685","170","4456","546","4920","576","4083","591","2087","454","839","275","2701","434","896","315","680","203","1093","270","1030","311","245","102",
"310M700US16220","Casper, WY Metro Area","35807","905","2009","422","5747","596","9808","740","8900","804","3815","512","877","228","1441","336","184","133","191","93","939","246","537","157","1359","338",
"310M700US16300","Cedar Rapids, IA Metro Area","121298","1511","5470","547","17682","1052","23607","1272","23927","1083","16683","1015","8238","817","10058","798","2951","421","2611","310","4965","615","3477","478","1629","310",
"310M700US16540","Chambersburg, PA Metro Area","66525","1377","3662","578","7215","804","9988","754","9687","669","9590","742","5576","733","7966","624","1956","316","2265","385","4257","584","2780","533","1583","342",
"310M700US16580","Champaign-Urbana, IL Metro Area","97045","1631","4044","540","13728","907","24492","1396","20739","1203","13020","742","5236","535","7659","736","1559","244","1181","206","2751","420","1572","276","1064","230",
"310M700US16620","Charleston, WV Metro Area","77327","1614","2603","434","8269","745","12115","764","15443","1084","12807","1063","4927","585","8633","848","1854","380","1758","355","4269","523","2769","375","1880","340",
"310M700US16700","Charleston-North Charleston, SC Metro Area","358180","3857","6415","774","26127","1833","40557","2043","51579","2185","54215","2379","28700","1672","57659","2393","13449","1221","15469","1285","34801","1951","21343","1714","7866","896",
"310M700US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","1097656","6802","24429","1593","82388","2845","130639","3194","171591","3554","160825","3246","92759","2777","169896","3673","45178","1822","45840","1901","102176","2958","51085","2236","20850","1252",
"310M700US16820","Charlottesville, VA Metro Area","86907","1605","1980","387","7794","701","15361","990","14781","972","11717","842","6688","707","11995","790","3109","519","3122","480","6102","697","3080","477","1178","266",
"310M700US16860","Chattanooga, TN-GA Metro Area","235613","2491","5943","630","20442","1264","31692","1708","42096","1907","39906","1908","19531","1290","36528","1738","8112","826","7149","700","13658","965","6153","686","4403","607",
"310M700US16940","Cheyenne, WY Metro Area","46278","968","2122","372","7859","722","13036","870","11968","911","4211","462","963","249","2238","387","360","181","267","139","1288","286","1009","272","957","306",
"310M700US16980","Chicago-Naperville-Elgin, IL-IN Metro Area","3818069","11903","75914","2621","270265","4048","395308","5740","468305","5275","488200","6662","265753","5262","592883","6791","155376","3668","210540","4153","449233","4841","339248","5271","107044","2866",
"310M700US17020","Chico, CA Metro Area","79021","1285","3700","522","14536","1036","18501","1186","13427","1001","6893","845","3057","503","7740","786","1868","423","1599","278","3263","426","2262","409","2175","406",
"310M700US17140","Cincinnati, OH-KY-IN Metro Area","950029","6026","23556","1308","78863","2234","123473","3141","153344","3283","156807","3334","86217","2515","141033","3338","40339","1739","37540","1784","62063","2106","30427","1376","16367","1496",
"310M700US17300","Clarksville, TN-KY Metro Area","141770","2105","4452","650","14814","1223","20588","1576","22517","1372","22812","1415","9702","993","14991","1124","3197","547","2930","533","11110","1246","10249","883","4408","703",
"310M700US17410","Cleveland, OH Metro Area","894510","5321","25065","1286","83426","2532","121373","2790","140157","2486","148096","2849","81942","2391","132102","2573","35311","1488","34482","1495","53779","1873","23360","1257","15417","1155",
"310M700US17420","Cleveland, TN Metro Area","52765","1278","1428","388","5835","664","8241","682","9480","820","6544","748","3541","434","6828","662","1954","356","2226","421","3633","570","1985","382","1070","290",
"310M700US17660","Coeur d'Alene, ID Metro Area","71120","1659","2768","636","8724","893","12028","998","13304","1120","10605","919","3811","550","7162","706","2088","381","2132","353","4812","630","2382","457","1304","364",
"310M700US17780","College Station-Bryan, TX Metro Area","117466","2081","3894","642","14887","1115","26391","1397","29758","1330","15836","1196","4860","551","10355","794","1479","276","1522","290","3833","591","2435","448","2216","344",
"310M700US17820","Colorado Springs, CO Metro Area","324155","2682","8837","745","30367","1525","46806","2130","58520","2125","57405","2356","27430","1539","44772","1979","8883","980","7993","601","14568","1019","12059","933","6515","770",
"310M700US17860","Columbia, MO Metro Area","98983","1554","3537","539","13589","1104","20217","1196","22512","1479","15835","890","5043","612","7721","662","1799","324","2121","328","3078","436","1830","327","1701","398",
"310M700US17900","Columbia, SC Metro Area","356585","3378","12506","1150","32110","1675","44901","2066","57002","1835","58892","2097","27497","1423","54215","2264","12316","1007","12101","833","25373","1404","11340","852","8332","854",
"310M700US17980","Columbus, GA-AL Metro Area","125244","2003","4956","732","12619","1133","18981","1348","25972","1396","21279","1463","9029","860","13998","1246","2246","528","3510","544","6207","647","3422","561","3025","603",
"310M700US18020","Columbus, IN Metro Area","35537","1115","1443","333","4970","557","6657","687","7132","724","4509","574","2587","584","3067","434","899","263","566","149","1585","311","1549","369","573","192",
"310M700US18140","Columbus, OH Metro Area","890206","5441","23083","1477","82094","2739","121783","3558","146506","2995","161367","3162","85384","2557","117166","3323","32715","1551","31104","1639","49459","1890","26581","1281","12964","1041",
"310M700US18580","Corpus Christi, TX Metro Area","187835","2377","4656","712","21055","1256","31780","1496","45940","1818","32985","1642","10773","1075","18540","1298","2895","404","2818","466","6971","834","5215","680","4207","679",
"310M700US18700","Corvallis, OR Metro Area","36649","1206","1423","301","6625","626","8906","788","6443","575","4052","458","1609","312","3026","468","526","168","828","227","1467","335","1127","240","617","250",
"310M700US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","127731","1951","3941","624","14610","1409","16669","1222","18602","1219","15880","1203","8497","934","15507","1281","4661","655","5044","665","12321","1150","8589","813","3410","602",
"310M700US19100","Dallas-Fort Worth-Arlington, TX Metro Area","3313866","11694","69226","2553","233009","5238","375529","7166","464467","6979","478124","6496","236131","5038","560492","7265","127313","3952","156644","3856","336621","5333","210407","4382","65903","2515",
"310M700US19140","Dalton, GA Metro Area","63588","1359","1319","358","4653","725","8031","986","11115","1057","14377","1049","5672","757","8890","862","1142","285","1385","316","4372","563","1582","291","1050","284",
"310M700US19300","Daphne-Fairhope-Foley, AL Metro Area","99432","2168","2377","813","9586","905","12083","1068","14664","1462","13778","1295","6922","937","15054","1644","2617","589","3976","698","10170","1037","6140","867","2065","458",
"310M700US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","163216","1826","7519","720","21917","1079","25541","1103","34009","1366","27511","1111","14241","915","13285","796","3761","423","2682","296","6177","516","4045","584","2528","422",
"310M700US19430","Dayton-Kettering-Beavercreek, OH Metro Area","341458","3331","9531","821","38871","1504","55577","1987","66513","1838","58017","2177","29530","1571","36433","1483","9366","845","8863","747","14006","1125","9489","796","5262","490",
"310M700US19460","Decatur, AL Metro Area","64203","1400","1478","264","5750","658","8408","917","8770","818","8732","735","4658","626","10382","833","3187","526","3076","527","6457","712","2280","391","1025","279",
"310M700US19500","Decatur, IL Metro Area","39588","725","1097","237","5218","546","9268","770","9648","802","6203","518","1840","308","2048","339","407","168","519","139","1859","345","875","189","606","197",
"310M700US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","257637","2815","5867","756","22993","1322","34046","1867","43422","1950","36020","1770","16839","1320","34023","2024","8602","862","9612","1002","20144","1510","18466","1441","7603","776",
"310M700US19740","Denver-Aurora-Centennial, CO Metro Area","1256847","5668","23612","1465","89505","2388","136448","3061","182556","3005","197425","3320","100704","3050","222000","4263","52624","2182","57884","2189","110423","2670","61170","2053","22496","1422",
"310M700US19780","Des Moines-West Des Moines, IA Metro Area","321011","2595","11536","922","37132","1698","52111","2025","60736","2057","58620","1850","27640","1468","36414","1647","6565","573","7063","704","13179","991","5812","582","4203","575",
"310M700US19820","Detroit-Warren-Dearborn, MI Metro Area","1707586","8602","36729","1656","138190","3040","214007","4587","253854","4747","263368","4159","142093","3466","259483","4551","73739","2234","77564","2369","143128","3444","76928","2203","28503","1215",
"310M700US20020","Dothan, AL Metro Area","62499","929","1996","307","7414","488","9019","522","11844","682","9888","594","3810","342","7971","524","1613","255","1627","262","3917","382","1963","283","1437","245",
"310M700US20100","Dover, DE Metro Area","78335","1562","1955","384","8614","807","12020","1137","12104","971","11136","933","4875","604","8566","932","1651","330","2838","524","6183","699","6022","813","2371","501",
"310M700US20220","Dubuque, IA Metro Area","44345","971","2674","340","8362","639","12027","841","8837","689","4748","506","1878","288","2903","347","496","139","433","149","550","143","729","153","708","165",
"310M700US20260","Duluth, MN-WI Metro Area","119772","1216","6095","550","19024","1006","22183","993","22236","900","15098","764","8173","571","11546","549","2615","243","2915","310","4591","352","3215","299","2081","224",
"310M700US20500","Durham-Chapel Hill, NC Metro Area","232103","3272","4973","668","19836","1324","34086","1941","43588","2187","37192","1984","19673","1588","30268","1705","7705","764","7701","750","14050","1241","9481","965","3550","630",
"310M700US20580","Eagle Pass, TX Metro Area","20861","1065","988","321","3230","667","3763","524","5176","798","3183","530","727","306","1385","423","131","97","167","100","612","206","745","276","754","304",
"310M700US20740","Eau Claire, WI Metro Area","79652","1241","3274","433","13288","960","17512","1021","15037","963","10202","642","5057","445","6798","586","1297","210","1538","289","2416","353","1433","204","1800","325",
"310M700US20940","El Centro, CA Metro Area","56531","1672","2280","494","8404","1002","10141","1031","10253","1085","8366","862","3279","618","6808","799","851","265","1211","358","1610","389","1528","316","1800","403",
"310M700US21060","Elizabethtown, KY Metro Area","52174","1394","1657","304","7384","720","8582","772","8427","712","6770","745","3610","495","5756","594","1557","360","1355","293","3856","590","2571","377","649","199",
"310M700US21140","Elkhart-Goshen, IN Metro Area","91646","1603","3216","447","12883","1162","16842","1237","18078","1070","13999","1140","5800","696","10620","903","2854","449","2142","370","2777","412","1415","323","1020","293",
"310M700US21300","Elmira, NY Metro Area","32339","680","1859","353","5512","540","5858","516","6096","552","4464","479","2164","329","2478","348","314","99","550","161","1435","241","934","214","675","179",
"310M700US21340","El Paso, TX Metro Area","353835","4087","7170","852","27590","1506","45567","2522","65681","2405","63580","2840","31940","1776","57603","2323","9390","1073","12571","1234","18161","1408","8091","938","6491","795",
"310M700US21420","Enid, OK Metro Area","27217","565","1801","423","5768","600","6999","723","5438","577","2908","380","643","171","1171","288","273","113","100","57","772","269","750","219","594","188",
"310M700US21500","Erie, PA Metro Area","110024","1971","4006","419","15872","1117","21425","1163","20894","1240","17723","1059","7619","719","10880","832","2514","404","2517","510","3421","483","1743","297","1410","295",
"310M700US21660","Eugene-Springfield, OR Metro Area","152079","2237","6013","867","19465","1063","31067","1615","33388","1582","24450","1099","8954","834","12459","987","2643","405","1970","375","4513","524","4204","592","2953","510",
"310M700US21780","Evansville, IN Metro Area","121862","1551","4296","532","16548","971","22472","1142","22425","1322","19559","1115","8623","763","11405","875","3642","507","3136","407","5319","572","2430","431","2007","368",
"310M700US21820","Fairbanks-College, AK Metro Area","45028","1356","2292","744","6037","847","8639","796","9946","1099","7289","675","2982","578","4102","720","487","190","866","308","869","261","729","302","790","280",
"310M700US22020","Fargo, ND-MN Metro Area","129703","1432","4983","576","19212","1336","32815","1551","33446","1431","17476","1148","5348","588","6548","591","1087","210","1463","395","3218","590","2215","429","1892","420",
"310M700US22140","Farmington, NM Metro Area","42626","1138","1910","562","5667","594","6730","699","6553","613","6119","716","1910","367","5778","689","520","152","956","236","2810","376","2460","377","1213","252",
"310M700US22180","Fayetteville, NC Metro Area","165120","1869","8998","611","17879","907","21614","1073","31183","1243","27881","1220","12419","887","21118","1007","3905","383","4291","529","7498","722","4725","543","3609","421",
"310M700US22220","Fayetteville-Springdale-Rogers, AR Metro Area","246258","2872","8315","1101","25094","1604","42124","1883","47511","1965","41589","1884","19913","1254","27716","1610","6882","666","6593","737","11751","874","5499","737","3271","533",
"310M700US22380","Flagstaff, AZ Metro Area","60009","1111","3948","641","10183","851","14277","1169","11246","1015","7345","771","2544","574","3689","519","524","246","1129","308","1963","343","1775","273","1386","262",
"310M700US22420","Flint, MI Metro Area","154243","2365","4199","612","15579","1290","22706","1192","24476","1409","24002","1159","9190","776","14819","834","4793","649","4453","594","13555","1075","12081","871","4390","552",
"310M700US22500","Florence, SC Metro Area","78587","1580","2124","381","8231","823","14673","1114","16020","1111","12960","994","3902","463","8393","798","2069","409","2023","405","4495","596","2108","385","1589","353",
"310M700US22520","Florence-Muscle Shoals, AL Metro Area","64443","1381","2308","503","7481","881","10399","909","11869","1189","9204","875","4124","605","6113","715","1450","413","1780","402","3304","481","4705","728","1706","394",
"310M700US22540","Fond du Lac, WI Metro Area","47396","889","2361","289","8363","589","8576","592","7883","674","5767","564","2576","313","4024","330","1451","302","1384","388","2423","361","1653","296","935","207",
"310M700US22660","Fort Collins-Loveland, CO Metro Area","151960","2492","3810","627","17499","1282","25780","1403","29026","1602","24302","1374","9045","794","15748","1223","3564","532","3298","478","9703","867","6865","636","3320","516",
"310M700US22900","Fort Smith, AR-OK Metro Area","91680","1509","2845","414","11773","888","17531","1059","16508","1036","14712","915","6047","644","9893","774","1908","322","2003","327","4487","552","2430","343","1543","287",
"310M700US23060","Fort Wayne, IN Metro Area","200563","2391","6125","573","21714","1308","29921","1359","39515","1573","37986","1624","18337","931","23131","1392","4219","451","4289","426","6783","712","4406","524","4137","557",
"310M700US23420","Fresno, CA Metro Area","431773","4472","11155","1152","44843","2032","59224","2030","78882","2693","78109","2457","30483","1548","60504","2171","8896","961","11755","1072","22023","1385","15599","1182","10300","1109",
"310M700US23460","Gadsden, AL Metro Area","40988","1095","943","258","3976","495","6820","738","7731","666","5691","628","2635","459","4546","737","1045","274","968","233","3291","579","2257","409","1085","265",
"310M700US23540","Gainesville, FL Metro Area","138892","2317","4141","645","12737","1161","20570","1232","25067","1485","25820","1747","8861","797","17881","1216","4444","650","3515","482","8947","918","4491","735","2418","575",
"310M700US23580","Gainesville, GA Metro Area","89857","1678","1359","381","8294","878","11576","1099","14557","991","13164","1051","6748","823","12265","1013","3030","447","3353","498","6755","646","6210","774","2546","461",
"310M700US23900","Gettysburg, PA Metro Area","46425","1004","1874","359","4818","455","6210","494","6459","488","5756","574","3065","391","4945","434","1813","304","2160","310","4079","399","3376","387","1870","240",
"310M700US24020","Glens Falls, NY Metro Area","53571","913","2821","485","7342","589","8361","663","8463","654","5971","606","3048","437","5604","608","1912","260","2260","394","3976","387","2780","340","1033","174",
"310M700US24140","Goldsboro, NC Metro Area","50506","1332","1758","352","6175","756","8645","898","9925","880","7164","862","3450","515","4725","679","902","229","1746","403","2646","439","2174","403","1196","246",
"310M700US24220","Grand Forks, ND-MN Metro Area","51886","945","4130","549","12317","805","13722","875","8393","686","4103","430","1516","215","2567","335","922","232","575","148","1727","348","1226","205","688","199",
"310M700US24260","Grand Island, NE Metro Area","35584","823","2036","304","7881","769","7602","624","7042","742","3232","380","1573","240","2382","341","464","119","729","217","974","199","810","308","859","223",
"310M700US24300","Grand Junction, CO Metro Area","63707","1582","1869","432","10703","842","14724","931","15829","946","10345","960","2443","551","2679","459","244","94","501","176","1203","254","1702","388","1465","357",
"310M700US24340","Grand Rapids-Wyoming-Kentwood, MI Metro Area","509570","3855","17646","1141","61057","2124","83278","2319","92782","2229","81919","2301","41179","1646","53894","1789","15058","915","15110","1174","26761","1404","13388","852","7498","681",
"310M700US24420","Grants Pass, OR Metro Area","29217","1027","1384","259","5769","573","4597","687","5961","648","2984","498","1105","241","2212","445","497","175","1163","323","2073","434","907","306","565","176",
"310M700US24500","Great Falls, MT Metro Area","37497","856","2179","344","7696","663","9032","618","8609","781","4030","460","1164","225","1946","298","432","135","331","141","689","179","945","242","444","171",
